"id","answer"
1630755968610082818,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing altruism' : 'high', 'mastery (ability, capability)' : 'high', 'promoting good' : 'high', 'expressing optimism' : 'high', 'purpose in life' : 'high' }"
1630698243326615554,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'quality of relationships' : 'high', 'expressing gratitude' : 'high' }"
1632112483568697344,"{ 'happiness' : 'high', 'mastery (ability, capability)' : 'high' }"
1630983361161199616,"{ 'expressing gratitude' : 'high', 'feeling loved by god' : 'high', 'belief in god' : 'high', 'promoting good' : 'high' }"
1634282461663318022,"{ 'self-esteem' : 'high', 'happiness' : 'low', 'quality of relationships' : 'low', 'expressing empathy' : 'low' }"
1630283266636001281,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'suffering' : 'high', 'expressing empathy' : 'high', 'happiness' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'balance in the various aspects of own life' : 'low', 'belonging to society' : 'low', 'feeling trusted' : 'low', 'perceiving discrimination' : 'medium', 'resilience' : 'high', 'quality of relationships' : 'medium', 'promoting good' : 'medium' }"
1629459861472772097,"{ 'happiness' : 'medium', 'balance in the various aspects of own life' : 'medium', 'mastery (ability, capability)' : 'low' }"
1628776540644179968,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'positive functioning' : 'low', 'balance in the various aspects of own life' : 'low', 'expressing optimism' : 'low', 'anxiety' : 'high', 'suffering' : 'high', 'feeling pain' : 'high' }"
1626267770680737792,"{ 'expressing optimism' : 'low', 'expressing trust' : 'low', 'feeling having a political voice' : 'low', 'expressing government approval' : 'low' }"
1626943740605505537,"{ 'expressing optimism' : 'low', 'belonging to society' : 'medium', 'feeling having a political voice' : 'high', 'having hope' : 'medium' }"
1627717454418804741,"{ 'happiness' : 'low', 'mastery (ability, capability)' : 'low' }"
1630676628467769345,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'expressing optimism' : 'low', 'describing health limitations' : 'high' }"
1627815474086965248,"{ 'self-esteem' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'high' }"
1631729439313920000,"{ 'mastery (ability, capability)' : 'high' }"
1628530755944218624,"{ 'life satisfaction' : 'low', 'fear of future' : 'high', 'expressing optimism' : 'low' }"
1628911411937116161,"{ 'life satisfaction' : 'low', 'expressing optimism' : 'low' }"
1632550233144975360,"{ 'financial/material worry' : 'low', 'happiness' : 'medium', 'mastery (ability, capability)' : 'medium' }"
1631362454381887489,"{ 'expressing gratitude' : 'high' }"
1627251541504626688,"{ 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'purpose in life' : 'high', 'happiness' : 'high', 'expressing gratitude' : 'high', 'balance in the various aspects of own life' : 'medium', 'life after death belief' : 'high', 'having hope' : 'high', 'expressing delayed gratification' : 'low' }"
1630309004827148288,"{ 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'expressing empathy' : 'high', 'happiness' : 'high', 'expressing altruism' : 'high', 'promoting good' : 'medium' }"
1627480750244208641,"{ 'happiness' : 'low', 'fear of future' : 'high', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'describing health limitations' : 'medium', 'anxiety' : 'medium' }"
1630562874094501890,"{ 'happiness' : 'high', 'self-esteem' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'feeling loved by god' : 'high', 'quality of relationships' : 'medium' }"
1628112607600119821,"{ 'self-esteem' : 'low' }"
1632709503186550784,"{ 'resilience' : 'high', 'self-esteem' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high', 'happiness' : 'high', 'life satisfaction' : 'high' }"
1627841828685742080,"{ 'fear of future' : 'high', 'happiness' : 'low', 'belonging to society' : 'low', 'expressing empathy' : 'high', 'expressing altruism' : 'high', 'feeling having a political voice' : 'high' }"
1632392504778604545,"{ 'fear of future' : 'high', 'perceiving discrimination' : 'high', 'feeling having a political voice' : 'high' }"
1625800387914604544,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'having hope' : 'high' }"
1630636843308859410,"{ 'happiness' : 'high' }"
1632463744340226048,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'high', 'expressing altruism' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1629644725836738562,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'feeling pain' : 'high', 'perceiving discrimination' : 'high', 'describing health limitations' : 'high' }"
1631981235349364736,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'having hope' : 'high' }"
1629966580603052032,"{ 'happiness' : 'high', 'life satisfaction' : 'high' }"
1631440450228977664,"{ 'fear of future' : 'high', 'depression' : 'high', 'anxiety' : 'high', 'suffering' : 'high', 'feeling pain' : 'high', 'loneliness' : 'high' }"
1626235398476414980,"{ 'self-esteem' : 'high', 'happiness' : 'high' }"
1630330443534073856,"{ 'expressing altruism' : 'high', 'feeling having a political voice' : 'medium', 'perceiving discrimination' : 'high' }"
1633017051966046210,"{ 'happiness' : 'high', 'vitality' : 'high', 'positive functioning' : 'high', 'peace with thoughts and feelings' : 'high', 'promoting good' : 'high' }"
1632911694153371648,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high' }"
1630547452355923968,"{ 'perceiving discrimination' : 'high', 'expressing empathy' : 'high' }"
1632162890173038598,"{ 'peace with thoughts and feelings' : 'high', 'expressing empathy' : 'high' }"
1631567018171269121,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'feeling having a political voice' : 'high' }"
1631463293742362624,"{ 'anxiety' : 'medium', 'mastery (ability, capability)' : 'high' }"
1631451313576857607,"{ 'resilience' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'high', 'expressing altruism' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1633928267492212737,"{ 'fear of future' : 'high', 'perceiving discrimination' : 'high' }"
1631030070130139136,"{ 'belonging to society' : 'high', 'mastery (ability, capability)' : 'high', 'feeling having a political voice' : 'high', 'self-esteem' : 'medium', 'fear of future' : 'high', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'expressing altruism' : 'low', 'quality of relationships' : 'medium', 'expressing gratitude' : 'low', 'expressing trust' : 'low', 'feeling trusted' : 'low' }"
1626892921306742785,"{ 'resilience' : 'low', 'anxiety' : 'high', 'feeling pain' : 'high' }"
1629028559913197569,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'high', 'charitable giving/helping' : 'medium', 'expressing empathy' : 'high' }"
1627145998731468802,"{ 'having hope' : 'high' }"
1632290050741530624,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high' }"
1632532981549244417,"{ 'resilience' : 'high', 'perceiving discrimination' : 'medium', 'feeling having a political voice' : 'high', 'expressing government approval' : 'high' }"
1629139255942434817,"{ 'happiness' : 'low', 'positive functioning' : 'low', 'expressing optimism' : 'low' }"
1629306113014353920,"{ 'vitality' : 'high', 'positive functioning' : 'high', 'happiness' : 'high', 'life satisfaction' : 'medium' }"
1628235378145771520,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'purpose in life' : 'high', 'expressing gratitude' : 'high', 'volunteering' : 'high', 'charitable giving/helping' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'happiness' : 'high', 'life satisfaction' : 'high', 'belonging to society' : 'high', 'feeling having a political voice' : 'low', 'expressing empathy' : 'high' }"
1630155679855165441,"{ 'life satisfaction' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'expressing government approval' : 'medium', 'feeling having a political voice' : 'high' }"
1626768138241966084,"{ 'fear of future' : 'high', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'feeling having a political voice' : 'medium', 'expressing government approval' : 'low', 'having hope' : 'medium' }"
1632299962871472128,"{ 'life satisfaction' : 'low', 'fear of future' : 'high', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'feeling having a political voice' : 'high', 'expressing government approval' : 'high' }"
1627674397380120578,"{ 'expressing altruism' : 'high', 'expressing government approval' : 'low', 'feeling having a political voice' : 'high', 'happiness' : 'low', 'fear of future' : 'high', 'belonging to society' : 'low', 'perceiving discrimination' : 'medium' }"
1628939876958867456,"{ 'happiness' : 'high', 'expressing gratitude' : 'high' }"
1631735755751010304,"{ 'self-esteem' : 'low', 'life satisfaction' : 'low', 'peace with thoughts and feelings' : 'low', 'quality of relationships' : 'low', 'loneliness' : 'high', 'having hope' : 'low' }"
1631708159663558656,"{ 'suffering' : 'high', 'financial/material worry' : 'high' }"
1626679207634821125,"{ 'expressing optimism' : 'high', 'having hope' : 'high' }"
1628591654469791744,"{ 'happiness' : 'high', 'belonging to society' : 'high', 'quality of relationships' : 'high', 'expressing gratitude' : 'high' }"
1631082584120913920,"{ 'happiness' : 'high', 'life satisfaction' : 'medium', 'expressing gratitude' : 'high', 'quality of relationships' : 'medium', 'belonging to society' : 'medium', 'expressing empathy' : 'high' }"
1632453585110724610,"{ 'happiness' : 'low', 'mastery (ability, capability)' : 'low' }"
1628197950076686336,"{ 'feeling having a political voice' : 'high', 'expressing government approval' : 'high' }"
1630360538864574465,"{ 'happiness' : 'high', 'expressing job satisfaction' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high' }"
1632377664064430080,"{ 'peace with thoughts and feelings' : 'high', 'belonging to society' : 'low', 'balance in the various aspects of own life' : 'high', 'having hope' : 'high' }"
1630653960884477952,"{ 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'promoting good' : 'high', 'having hope' : 'high', 'happiness' : 'high', 'expressing gratitude' : 'high' }"
1628175298251423746,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'expressing empathy' : 'high' }"
1628033335632035844,"{ 'life satisfaction' : 'low', 'fear of future' : 'high', 'expressing optimism' : 'low', 'anxiety' : 'high', 'expressing trust' : 'low', 'feeling having a political voice' : 'high', 'having hope' : 'low', 'expressing empathy' : 'high' }"
1633919172735389697,"{ 'expressing trust' : 'low' }"
1626286393386213378,"{ 'fear of future' : 'medium', 'resilience' : 'medium', 'perceiving discrimination' : 'high' }"
1630633684972740608,"{ 'happiness' : 'low', 'life satisfaction' : 'low', 'fear of future' : 'high', 'positive functioning' : 'low', 'expressing optimism' : 'low', 'financial/material worry' : 'high', 'having hope' : 'low' }"
1632874531709677572,"{ 'expressing job satisfaction' : 'high', 'expressing optimism' : 'high', 'promoting good' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1628320844291219456,"{ 'positive functioning' : 'low', 'expressing trust' : 'low', 'perceiving discrimination' : 'high', 'happiness' : 'low', 'expressing optimism' : 'low', 'peace with thoughts and feelings' : 'low', 'belonging to society' : 'low' }"
1632342928709304322,"{ 'expressing optimism' : 'high', 'positive functioning' : 'high' }"
1631538427035533313,"{ 'fear of future' : 'high', 'describing health limitations' : 'high', 'expressing trust' : 'medium', 'feeling having a political voice' : 'high' }"
1626652314487427077,"{ 'fear of future' : 'high' }"
1628382563046653954,"{ 'happiness' : 'high', 'expressing gratitude' : 'high', 'mastery (ability, capability)' : 'high', 'expressing empathy' : 'high' }"
1628444917210152961,"{ 'financial/material worry' : 'high', 'happiness' : 'low' }"
1626054178421325824,"{ 'depression' : 'high', 'anxiety' : 'high', 'suffering' : 'high' }"
1627983929859837952,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing altruism' : 'high', 'charitable giving/helping' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1626127490778365952,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing altruism' : 'high' }"
1627713970088837124,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'happiness' : 'high' }"
1629497855365750786,"{ 'fear of future' : 'high', 'suffering' : 'high', 'perceiving discrimination' : 'high', 'religious criticism' : 'high' }"
1628865896360943617,"{ 'happiness' : 'high', 'expressing gratitude' : 'high' }"
1628749028950257686,"{ 'fear of future' : 'low', 'anxiety' : 'high', 'depression' : 'high', 'feeling having a political voice' : 'high' }"
1633093662044221441,"{ 'resilience' : 'high', 'peace with thoughts and feelings' : 'high', 'purpose in life' : 'high', 'happiness' : 'medium', 'self-esteem' : 'high', 'life satisfaction' : 'high', 'fear of future' : 'low', 'vitality' : 'high', 'having energy' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'medium', 'depression' : 'low', 'anxiety' : 'low', 'suffering' : 'low', 'balance in the various aspects of own life' : 'medium', 'feeling having a political voice' : 'medium', 'having hope' : 'high' }"
1630605902645428225,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'mastery (ability, capability)' : 'high', 'vitality' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'medium' }"
1629269784670904320,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1629818797056991232,"{ 'fear of future' : 'high', 'anxiety' : 'high' }"
1626294053577842688,"{ 'happiness' : 'high', 'vitality' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'high' }"
1632141109785755655,"{ 'fear of future' : 'high', 'feeling having a political voice' : 'high' }"
1628449481980010498,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'suffering' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high', 'expressing altruism' : 'medium' }"
1631795405007757313,"{ 'anxiety' : 'high' }"
1628077329938362380,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing empathy' : 'high' }"
1631033082064281605,"{ 'positive functioning' : 'low', 'having hope' : 'high' }"
1628544068711067648,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'expressing job satisfaction' : 'high' }"
1632251707991240704,"{ 'perceiving discrimination' : 'high' }"
1626231826003169284,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high' }"
1632430749860151301,"{ 'positive functioning' : 'high', 'happiness' : 'medium', 'expressing gratitude' : 'high', 'self-esteem' : 'high', 'expressing altruism' : 'high', 'promoting good' : 'high' }"
1629532086276182019,"{ 'happiness' : 'high', 'positive functioning' : 'high' }"
1629406795046215680,"{ 'loneliness' : 'high' }"
1629734685919027202,"{ 'resilience' : 'high', 'positive functioning' : 'high', 'belief in god' : 'high', 'feeling religious comfort' : 'high', 'having hope' : 'high', 'life after death belief' : 'high', 'expressing trust' : 'high' }"
1629579373048127493,"{ 'happiness' : 'high', 'resilience' : 'medium', 'positive functioning' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high', 'self-esteem' : 'medium', 'life satisfaction' : 'medium', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'expressing gratitude' : 'high', 'feeling having a political voice' : 'medium', 'having hope' : 'high' }"
1626292159178739712,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing altruism' : 'high', 'quality of relationships' : 'medium' }"
1629985367125524481,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'expressing empathy' : 'high' }"
1625856250570240002,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'having hope' : 'high' }"
1629900009524133889,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'expressing gratitude' : 'high', 'expressing empathy' : 'high', 'expressing altruism' : 'high' }"
1630717222984335365,"{ 'happiness' : 'high', 'expressing optimism' : 'high' }"
1632266448424017920,"{ 'resilience' : 'high', 'positive functioning' : 'high', 'balance in the various aspects of own life' : 'high', 'mastery (ability, capability)' : 'high', 'having hope' : 'high' }"
1627710682413006850,"{ 'fear of future' : 'high' }"
1632540417169260545,"{ 'resilience' : 'low', 'promoting good' : 'high' }"
1630506368993034240,"{ 'promoting good' : 'high' }"
1628282589797658624,"{ 'happiness' : 'high', 'self-esteem' : 'high', 'expressing empathy' : 'medium' }"
1631559322730655747,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'suffering' : 'high' }"
1626841137599184898,"{ 'happiness' : 'high', 'positive functioning' : 'high' }"
1631740077930868736,"{ 'happiness' : 'high', 'positive functioning' : 'high', 'promoting good' : 'medium' }"
1627218970871988224,"{ 'anxiety' : 'high', 'suffering' : 'high', 'feeling having a political voice' : 'high', 'expressing government approval' : 'high' }"
1625962122462076929,"{ 'happiness' : 'medium', 'self-esteem' : 'high', 'positive functioning' : 'high', 'expressing gratitude' : 'high' }"
1628042411946438659,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'suffering' : 'high' }"
1625777632720699393,"{ 'loneliness' : 'high', 'promoting good' : 'high' }"
1631673247824748544,"{ 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'happiness' : 'high', 'expressing altruism' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1633100713478742018,"{ 'happiness' : 'high', 'vitality' : 'high', 'positive functioning' : 'high' }"
1631035699775389697,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1631819513703419904,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high' }"
1632059666120466432,"{ 'fear of future' : 'high' }"
1626219856529084419,"{ 'fear of future' : 'high', 'perceiving discrimination' : 'high', 'describing health limitations' : 'high' }"
1631014661666603008,"{ 'fear of future' : 'high', 'anxiety' : 'high', 'suffering' : 'high', 'describing drinking related health issues' : 'high' }"
1629852478064803841,"{ 'fear of future' : 'high', 'anxiety' : 'high' }"
1629684146183499776,"{ 'positive functioning' : 'high', 'purpose in life' : 'high', 'balance in the various aspects of own life' : 'high', 'expressing altruism' : 'high', 'quality of relationships' : 'high', 'expressing empathy' : 'high', 'happiness' : 'high', 'expressing optimism' : 'high', 'mastery (ability, capability)' : 'high', 'belonging to society' : 'medium' }"
1609381125851611145,"{ 'depression' : 'high', 'anxiety' : 'medium', 'feeling pain' : 'high' }"
1630015850660130817,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'having energy' : 'high', 'positive functioning' : 'high', 'purpose in life' : 'high', 'expressing gratitude' : 'high', 'expressing empathy' : 'high' }"
1629459065930764288,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'mastery (ability, capability)' : 'high', 'expressing altruism' : 'low', 'expressing optimism' : 'high', 'belonging to society' : 'medium', 'expressing empathy' : 'high' }"
1629621096050819079,"{ 'perceiving discrimination' : 'high' }"
1630085890956750849,"{ 'self-esteem' : 'high', 'happiness' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'balance in the various aspects of own life' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1631028825474879488,"{ 'resilience' : 'high', 'expressing optimism' : 'high' }"
1632107028574527488,"{ 'expressing optimism' : 'high', 'positive functioning' : 'high', 'mastery (ability, capability)' : 'high', 'having hope' : 'high', 'belonging to society' : 'high', 'financial/material worry' : 'low' }"
1630772907952558081,"{ 'positive functioning' : 'high', 'having hope' : 'high', 'expressing empathy' : 'high' }"
1632081195524583430,"{ 'happiness' : 'medium', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'life satisfaction' : 'high', 'expressing gratitude' : 'high' }"
1632243981315715072,"{ 'self-esteem' : 'high' }"
1631826679835271168,"{ 'fear of future' : 'high' }"
1627977877835636736,"{ 'anxiety' : 'high' }"
1628878431890067456,"{ 'happiness' : 'high', 'expressing optimism' : 'high', 'vitality' : 'medium', 'having energy' : 'medium' }"
1625840266472226816,"{ 'anxiety' : 'high' }"
1629351925962489856,"{ 'fear of future' : 'high', 'expressing empathy' : 'high' }"
1630351735674880005,"{ 'happiness' : 'high', 'vitality' : 'high', 'expressing optimism' : 'high', 'positive functioning' : 'high', 'promoting good' : 'high', 'expressing altruism' : 'high' }"
1626565673576005635,"{ 'fear of future' : 'high', 'depression' : 'high', 'anxiety' : 'high', 'suffering' : 'high' }"
1632161403132837889,"{ 'self-esteem' : 'high', 'resilience' : 'high', 'positive functioning' : 'high' }"
1626791746112815104,"{ 'expressing optimism' : 'high', 'having hope' : 'high', 'promoting good' : 'medium' }"
1627338317229350913,"{ 'fear of future' : 'high', 'perceiving discrimination' : 'low', 'feeling having a political voice' : 'high', 'having hope' : 'high' }"
1626083661048061955,"{ 'happiness' : 'high', 'positive functioning' : 'high' }"
1626736792417320961,"{ 'happiness' : 'high' }"
1630619682788065308,"{ 'resilience' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'expressing gratitude' : 'high', 'having hope' : 'high', 'promoting good' : 'high', 'expressing empathy' : 'high' }"
1626802597456908290,"{ 'happiness' : 'high', 'life satisfaction' : 'high', 'positive functioning' : 'high', 'balance in the various aspects of own life' : 'high', 'having hope' : 'high', 'promoting good' : 'medium', 'expressing delayed gratification' : 'medium', 'expressing optimism' : 'high' }"
1632095970262679553,"{ 'self-esteem' : 'high', 'life satisfaction' : 'medium' }"
1629646183554490371,"{ 'anxiety' : 'high', 'suffering' : 'high', 'feeling pain' : 'high' }"
1628260251119271936,"{ 'resilience' : 'high', 'feeling having a political voice' : 'high', 'expressing government approval' : 'high', 'having hope' : 'high', 'happiness' : 'low', 'self-esteem' : 'high', 'life satisfaction' : 'medium', 'fear of future' : 'low', 'vitality' : 'high', 'positive functioning' : 'high', 'expressing optimism' : 'high', 'peace with thoughts and feelings' : 'high', 'purpose in life' : 'high', 'balance in the various aspects of own life' : 'high', 'perceiving discrimination' : 'low', 'religious criticism' : 'medium', 'expressing empathy' : 'high' }"
1630187486155534336,"{ 'happiness' : 'high', 'vitality' : 'high' }"
1632967534814060545,"{ 'happiness' : 'high', 'life satisfaction' : 'medium', 'promoting good' : 'medium' }"
