dimension,value,id
feeling having a political voice,high,1630645999202107393
promoting good,high,1630645999202107393
expressing trust,high,1632355500657369088
purpose in life,high,1628225423350824960
expressing altruism,high,1628225423350824960
volunteering,high,1628225423350824960
charitable giving/helping,high,1628225423350824960
happiness,high,1629163904940097537
expressing altruism,medium,1629163904940097537
having hope,high,1629163904940097537
promoting good,high,1629163904940097537
happiness,high,1629028559913197569
expressing altruism,medium,1629028559913197569
expressing empathy,high,1629028559913197569
happiness,high,1626785679026839553
expressing altruism,high,1626785679026839553
belonging to society,medium,1626785679026839553
expressing trust,high,1628211067292622848
financial/material worry,low,1628211067292622848
happiness,high,1625800387914604544
expressing optimism,high,1625800387914604544
having hope,high,1625800387914604544
happiness,high,1631440103838187521
expressing gratitude,medium,1631440103838187521
purpose in life,high,1626742474424340480
balance in the various aspects of own life,high,1626742474424340480
happiness,high,1631425391524220928
life satisfaction,high,1631425391524220928
expressing gratitude,medium,1631425391524220928
belonging to society,medium,1631425391524220928
happiness,low,1631554560329412610
life satisfaction,low,1631554560329412610
fear of future,high,1631554560329412610
expressing optimism,low,1631554560329412610
peace with thoughts and feelings,low,1631554560329412610
purpose in life,low,1631554560329412610
feeling pain,high,1631554560329412610
life satisfaction,medium,1631202132945674240
fear of future,high,1631202132945674240
expressing optimism,low,1631202132945674240
belonging to society,medium,1631202132945674240
perceiving discrimination,medium,1631202132945674240
balance in the various aspects of own life,medium,1631202132945674240
feeling having a political voice,high,1631202132945674240
happiness,high,1627336301484580866
expressing gratitude,high,1627336301484580866
belief in god,high,1627336301484580866
having hope,high,1627336301484580866
happiness,high,1632145964390576129
positive functioning,high,1632145964390576129
expressing optimism,high,1632145964390576129
self-esteem,low,1630634220010852352
happiness,low,1630634220010852352
life satisfaction,low,1630634220010852352
vitality,low,1630634220010852352
positive functioning,low,1630634220010852352
expressing optimism,low,1630634220010852352
peace with thoughts and feelings,low,1630634220010852352
depression,high,1630634220010852352
happiness,high,1630548080788660224
positive functioning,high,1630548080788660224
expressing gratitude,high,1630548080788660224
happiness,low,1628274899994255362
life satisfaction,low,1628274899994255362
expressing optimism,low,1628274899994255362
happiness,high,1632967534814060545
mastery (ability or capability),high,1630909107422236677
happiness,high,1628476666463895554
expressing gratitude,high,1628476666463895554
happiness,high,1632974707741048832
life satisfaction,high,1632974707741048832
positive functioning,high,1632974707741048832
expressing optimism,high,1632974707741048832
peace with thoughts and feelings,high,1632974707741048832
purpose in life,high,1632974707741048832
belonging to society,medium,1632974707741048832
balance in the various aspects of own life,high,1632974707741048832
belief in god,high,1632974707741048832
feeling loved by god,high,1632974707741048832
religious criticism,low,1632974707741048832
spiritual punishment,low,1632974707741048832
feeling religious comfort,high,1632974707741048832
life after death belief,high,1632974707741048832
happiness,high,1626056637566926848
expressing optimism,high,1626056637566926848
happiness,low,1632663613541416961
positive functioning,medium,1632663613541416961
expressing optimism,high,1632663613541416961
balance in the various aspects of own life,medium,1632663613541416961
mastery (ability or capability),high,1632663613541416961
quality of relationships,medium,1632663613541416961
belonging to society,medium,1632663613541416961
feeling trusted,low,1632663613541416961
perceiving discrimination,medium,1632663613541416961
self-esteem,medium,1625961207482941440
expressing optimism,high,1625961207482941440
mastery (ability or capability),low,1625961207482941440
quality of relationships,high,1625961207482941440
expressing gratitude,high,1625961207482941440
feeling loved by god,high,1625961207482941440
expressing empathy,high,1625961207482941440
self-esteem,high,1628056969213771776
expressing empathy,high,1628056969213771776
financial/material worry,high,1631623434751860737
expressing delayed gratification,high,1631623434751860737
feeling pain,high,1629545401723265026
mastery (ability or capability),high,1629545401723265026
happiness,high,1629169683030245376
positive functioning,high,1629169683030245376
expressing optimism,high,1629169683030245376
peace with thoughts and feelings,high,1629169683030245376
belonging to society,medium,1629169683030245376
expressing gratitude,high,1629169683030245376
promoting good,high,1629169683030245376
having hope,high,1629169683030245376
happiness,low,1625832227027185666
life satisfaction,low,1625832227027185666
expressing optimism,low,1625832227027185666
peace with thoughts and feelings,low,1625832227027185666
depression,high,1625832227027185666
anxiety,high,1625832227027185666
suffering,high,1625832227027185666
feeling pain,high,1625832227027185666
perceiving discrimination,high,1630640472547835929
happiness,high,1633056693620703233
life satisfaction,high,1633056693620703233
positive functioning,high,1633056693620703233
expressing optimism,high,1633056693620703233
belonging to society,medium,1633056693620703233
balance in the various aspects of own life,high,1633056693620703233
mastery (ability or capability),high,1633056693620703233
feeling loved by god,high,1633056693620703233
belief in god,high,1633056693620703233
feeling religious comfort,high,1633056693620703233
having hope,high,1633056693620703233
expressing empathy,high,1633056693620703233
purpose in life,high,1626357006931054594
mastery (ability or capability),high,1626357006931054594
feeling having a political voice,low,1632077818535321600
expressing government approval,low,1632077818535321600
having hope,medium,1632077818535321600
happiness,high,1627834897543856130
expressing empathy,medium,1627834897543856130
suffering,high,1629378907488276480
expressing trust,high,1629378907488276480
perceiving discrimination,high,1626148717668536320
feeling having a political voice,high,1626148717668536320
happiness,high,1627239225266520065
expressing altruism,medium,1627239225266520065
expressing empathy,high,1627239225266520065
mastery (ability or capability),high,1631088427385999360
happiness,high,1609395836475310080
optimism,high,1609395836475310080
having hope,high,1609395836475310080
happiness,medium,1629247616260390913
fear of future,high,1626363420189642753
feeling having a political voice,high,1626363420189642753
happiness,high,1629324992126103552
expressing optimism,high,1629324992126103552
quality of relationships,medium,1629324992126103552
happiness,high,1632428601487261697
expressing optimism,high,1632428601487261697
expressing optimism,high,1626945710070325252
expressing gratitude,high,1626945710070325252
feeling having a political voice,high,1626945710070325252
expressing optimism,high,1632515501325705216
feeling having a political voice,high,1632515501325705216
feeling having a political voice,high,1632276612447367169
happiness,low,1627344870565183489
resilience,medium,1627344870565183489
self-esteem,high,1627344870565183489
life satisfaction,medium,1627344870565183489
fear of future,high,1627344870565183489
vitality,medium,1627344870565183489
positive functioning,medium,1627344870565183489
expressing optimism,low,1627344870565183489
peace with thoughts and feelings,medium,1627344870565183489
purpose in life,medium,1627344870565183489
suffering,high,1627344870565183489
feeling pain,high,1627344870565183489
financial/material worry,high,1627344870565183489
belief in god,high,1626489011580592130
expressing trust,medium,1626489011580592130
happiness,high,1632163742690471938
expressing empathy,medium,1632163742690471938
perceiving discrimination,high,1629839920339595267
feeling having a political voice,high,1629839920339595267
happiness,low,1631209106529812481
life satisfaction,low,1631209106529812481
expressing optimism,low,1631209106529812481
happiness,low,1631714058872459264
resilience,medium,1631714058872459264
self-esteem,low,1631714058872459264
life satisfaction,low,1631714058872459264
fear of future,high,1631714058872459264
vitality,low,1631714058872459264
having energy,low,1631714058872459264
positive functioning,low,1631714058872459264
expressing optimism,low,1631714058872459264
peace with thoughts and feelings,low,1631714058872459264
purpose in life,low,1631714058872459264
depression,high,1631714058872459264
anxiety,high,1631714058872459264
suffering,high,1631714058872459264
feeling pain,high,1631714058872459264
loneliness,high,1631714058872459264
quality of relationships,low,1631714058872459264
belonging to society,low,1631714058872459264
balance in the various aspects of own life,low,1631714058872459264
mastery (ability or capability),low,1631714058872459264
happiness,high,1631920719545380864
quality of relationships,medium,1631920719545380864
expressing trust,medium,1631920719545380864
happiness,high,1632940510334578688
expressing gratitude,high,1632940510334578688
perceiving discrimination,medium,1626309883468435458
happiness,high,1626379200688177152
life satisfaction,high,1626379200688177152
vitality,high,1626379200688177152
expressing gratitude,high,1626379200688177152
belonging to society,medium,1626379200688177152
balance in the various aspects of own life,high,1626379200688177152
expressing empathy,high,1631830090970546176
self-esteem,high,1632339233393324034
quality of relationships,high,1632339233393324034
expressing empathy,high,1632339233393324034
perceiving discrimination,medium,1625876384143769600
feeling having a political voice,high,1625876384143769600
expressing trust,high,1629641423170461696
feeling having a political voice,high,1629641423170461696
happiness,high,1631761901142040576
expressing altruism,high,1631761901142040576
having hope,high,1631761901142040576
expressing empathy,high,1631761901142040576
quality of relationships,medium,1631710320610746368
expressing government approval,low,1625898371562057729
feeling having a political voice,high,1625898371562057729
having hope,high,1625847777644408833
expressing empathy,high,1625847777644408833
happiness,high,1626536686967455744
expressing gratitude,high,1626536686967455744
fear of future,high,1631399991137665024
expressing empathy,medium,1631399991137665024
happiness,medium,1628812832178335745
life satisfaction,high,1628812832178335745
positive functioning,high,1628812832178335745
expressing optimism,high,1628812832178335745
belonging to society,medium,1628812832178335745
balance in the various aspects of own life,high,1628812832178335745
fear of future,high,1627658946382123008
perceiving discrimination,high,1627658946382123008
financial/material worry,high,1627658946382123008
happiness,high,1626642283985801218
expressing optimism,high,1626642283985801218
positive functioning,high,1626642283985801218
balance in the various aspects of own life,medium,1626642283985801218
happiness,high,1626929295338754048
expressing optimism,high,1626929295338754048
positive functioning,high,1626929295338754048
mastery (ability or capability),medium,1626929295338754048
belonging to society,medium,1626929295338754048
promoting good,high,1626929295338754048
happiness,low,1630447018546962432
mastery (ability or capability),low,1628877111804002304
happiness,medium,1626529324558852097
expressing altruism,high,1626529324558852097
expressing empathy,high,1626529324558852097
loneliness,high,1634312215481204738
balance in the various aspects of own life,low,1634312215481204738
anxiety,high,1632392925983416321
suffering,high,1632392925983416321
happiness,high,1631214500157480965
life satisfaction,high,1631214500157480965
positive functioning,high,1631214500157480965
expressing optimism,high,1631214500157480965
peace with thoughts and feelings,medium,1631214500157480965
balance in the various aspects of own life,high,1631214500157480965
belonging to society,low,1631214500157480965
having hope,high,1631214500157480965
promoting good,medium,1631214500157480965
happiness,high,1631599106392039424
expressing optimism,high,1631599106392039424
life satisfaction,medium,1631599106392039424
purpose in life,medium,1631599106392039424
suffering,low,1631599106392039424
feeling pain,low,1631599106392039424
having hope,high,1631599106392039424
promoting good,high,1631599106392039424
expressing empathy,high,1631599106392039424
having hope,high,1629839123258261504
feeling having a political voice,high,1629839123258261504
fear of future,high,1632740036956377088
perceiving discrimination,high,1632740036956377088
feeling having a political voice,high,1632740036956377088
happiness,high,1626067799117377536
positive functioning,high,1626067799117377536
expressing optimism,medium,1626067799117377536
happiness,low,1625709694407917569
self-esteem,low,1625709694407917569
life satisfaction,low,1625709694407917569
expressing optimism,low,1625709694407917569
peace with thoughts and feelings,low,1625709694407917569
depression,high,1625709694407917569
anxiety,high,1625709694407917569
suffering,high,1625709694407917569
belonging to society,low,1625709694407917569
loneliness,high,1631313702116003841
quality of relationships,low,1631313702116003841
belonging to society,low,1631313702116003841
fear of future,high,1629852478064803841
expressing empathy,low,1629852478064803841
happiness,high,1630007044349521921
expressing gratitude,high,1630007044349521921
loneliness,medium,1632273926897139719
having hope,low,1632273926897139719
self-esteem,medium,1628921574651838467
life satisfaction,high,1628921574651838467
positive functioning,high,1628921574651838467
expressing optimism,high,1628921574651838467
peace with thoughts and feelings,medium,1628921574651838467
purpose in life,medium,1628921574651838467
belonging to society,low,1628921574651838467
balance in the various aspects of own life,high,1628921574651838467
mastery (ability or capability),medium,1628921574651838467
quality of relationships,medium,1628921574651838467
expressing gratitude,medium,1628921574651838467
feeling trusted,medium,1628921574651838467
having hope,high,1628921574651838467
promoting good,medium,1628921574651838467
quality of relationships,medium,1631241486988894208
self-esteem,medium,1628574399820361728
quality of relationships,medium,1628574399820361728
describing drinking related health issues,high,1627058013969481730
fear of future,high,1629473195903336451
expressing trust,low,1629473195903336451
happiness,high,1630842587505475584
expressing gratitude,medium,1630842587505475584
happiness,medium,1631836299635093504
expressing optimism,high,1631836299635093504
quality of relationships,low,1631836299635093504
perceiving discrimination,high,1631836299635093504
happiness,high,1628158760689573889
self-esteem,high,1628158760689573889
life satisfaction,high,1628158760689573889
expressing optimism,high,1628158760689573889
peace with thoughts and feelings,medium,1628158760689573889
purpose in life,medium,1628158760689573889
belonging to society,low,1628158760689573889
perceiving discrimination,high,1628158760689573889
happiness,low,1627759110081970182
life satisfaction,low,1627759110081970182
fear of future,high,1627759110081970182
positive functioning,low,1627759110081970182
expressing optimism,low,1627759110081970182
purpose in life,medium,1627759110081970182
balance in the various aspects of own life,low,1627759110081970182
happiness,high,1631083244987744257
positive functioning,high,1631083244987744257
expressing optimism,high,1631083244987744257
mastery (ability or capability),medium,1631083244987744257
balance in the various aspects of own life,medium,1631083244987744257
having hope,high,1631083244987744257
happiness,high,1627783231134113792
self-esteem,medium,1627783231134113792
expressing optimism,high,1627783231134113792
happiness,high,1632866383770931201
positive functioning,high,1632866383770931201
expressing optimism,high,1632866383770931201
purpose in life,medium,1632866383770931201
balance in the various aspects of own life,medium,1632866383770931201
mastery (ability or capability),medium,1632866383770931201
having hope,high,1632866383770931201
promoting good,high,1632866383770931201
expressing optimism,high,1632342928709304322
peace with thoughts and feelings,medium,1632342928709304322
expressing empathy,high,1632342928709304322
happiness,low,1631110565878722561
happiness,medium,1628748755171254273
life satisfaction,high,1628748755171254273
positive functioning,high,1628748755171254273
expressing gratitude,high,1628748755171254273
belonging to society,medium,1628748755171254273
having hope,high,1628748755171254273
happiness,high,1630547048184307713
life satisfaction,high,1630547048184307713
positive functioning,high,1630547048184307713
expressing optimism,high,1630547048184307713
happiness,high,1625737282387845122
expressing altruism,high,1625737282387845122
promoting good,high,1625737282387845122
expressing empathy,high,1625737282387845122
fear of future,high,1628330198805491713
feeling having a political voice,high,1628330198805491713
happiness,high,1629862939934195721
expressing gratitude,high,1629862939934195721
resilience,high,1631643694834110471
expressing delayed gratification,high,1631643694834110471
happiness,low,1609355163101429761
life satisfaction,low,1609355163101429761
happiness,high,1633785590578655232
expressing altruism,medium,1633785590578655232
happiness,high,1628584774561370126
expressing empathy,medium,1628584774561370126
self-esteem,high,1633782002221547520
happiness,medium,1633782002221547520
happiness,high,1625897547205328896
mastery (ability or capability),medium,1625897547205328896
perceiving discrimination,high,1625905665737621504
happiness,high,1625704252097064962
resilience,high,1625704252097064962
self-esteem,medium,1625704252097064962
life satisfaction,high,1625704252097064962
fear of future,low,1625704252097064962
vitality,high,1625704252097064962
positive functioning,high,1625704252097064962
expressing optimism,high,1625704252097064962
peace with thoughts and feelings,high,1625704252097064962
purpose in life,high,1625704252097064962
belonging to society,medium,1625704252097064962
balance in the various aspects of own life,high,1625704252097064962
perceiving discrimination,low,1625704252097064962
financial/material worry,low,1625704252097064962
self-esteem,high,1628558087715012608
happiness,high,1628558087715012608
positive functioning,high,1628558087715012608
expressing job satisfaction,high,1628558087715012608
purpose in life,high,1628558087715012608
mastery (ability or capability),high,1628558087715012608
balance in the various aspects of own life,high,1628558087715012608
happiness,high,1629196498473713665
happiness,low,1626761342656090116
fear of future,high,1626761342656090116
expressing optimism,low,1626761342656090116
peace with thoughts and feelings,low,1626761342656090116
depression,high,1626761342656090116
suffering,high,1626761342656090116
self-esteem,high,1609361577659998214
power,high,1609361577659998214
quality of relationships,medium,1625984095007154182
expressing empathy,low,1625984095007154182
happiness,high,1633765259096780801
vitality,medium,1633765259096780801
expressing optimism,high,1633765259096780801
quality of relationships,low,1633765259096780801
expressing optimism,high,1629496703102615557
mastery (ability or capability),high,1629496703102615557
happiness,low,1628601516314726400
life satisfaction,medium,1628601516314726400
happiness,high,1625892663407902720
expressing altruism,medium,1625892663407902720
happiness,high,1628427872179310598
life satisfaction,high,1628427872179310598
positive functioning,high,1628427872179310598
expressing optimism,high,1628427872179310598
peace with thoughts and feelings,medium,1628427872179310598
purpose in life,medium,1628427872179310598
belonging to society,low,1628427872179310598
balance in the various aspects of own life,medium,1628427872179310598
promoting good,high,1628427872179310598
resilience,medium,1633786683341565952
self-esteem,low,1633786683341565952
fear of future,high,1633786683341565952
expressing optimism,low,1633786683341565952
depression,high,1633786683341565952
anxiety,high,1633786683341565952
suffering,high,1633786683341565952
feeling pain,high,1633786683341565952
perceiving discrimination,medium,1633786683341565952
balance in the various aspects of own life,low,1633786683341565952
expressing altruism,high,1630827093939347457
volunteering,high,1630827093939347457
happiness,medium,1625799307033993217
expressing altruism,high,1625799307033993217
expressing empathy,high,1625799307033993217
happiness,high,1626955746368798721
positive functioning,high,1626955746368798721
expressing optimism,high,1626955746368798721
belonging to society,medium,1626955746368798721
balance in the various aspects of own life,medium,1626955746368798721
mastery (ability or capability),medium,1626955746368798721
feeling trusted,low,1626955746368798721
happiness,high,1630065633479249920
positive functioning,high,1630065633479249920
perceiving discrimination,high,1627764294958841857
feeling having a political voice,high,1627764294958841857
perceiving discrimination,high,1630614156289228816
expressing empathy,high,1630614156289228816
self-esteem,high,1632667455154692097
mastery (ability or capability),high,1632667455154692097
happiness,low,1630327512688467969
positive functioning,medium,1630327512688467969
mastery (ability or capability),high,1630327512688467969
happiness,low,1632432023347294210
mastery (ability or capability),high,1630565534851842049
resilience,medium,1629864801429069825
mastery (ability or capability),high,1629864801429069825
happiness,high,1627823242281877504
positive functioning,high,1627823242281877504
expressing optimism,high,1627823242281877504
balance in the various aspects of own life,medium,1627823242281877504
mastery (ability or capability),medium,1627823242281877504
feeling religious comfort,medium,1627823242281877504
having hope,high,1627823242281877504
promoting good,medium,1627823242281877504
happiness,high,1629692482215718912
self-esteem,medium,1629692482215718912
life satisfaction,low,1629692482215718912
positive functioning,low,1629692482215718912
expressing optimism,low,1629692482215718912
peace with thoughts and feelings,low,1629692482215718912
quality of relationships,low,1629692482215718912
belonging to society,low,1629692482215718912
perceiving discrimination,high,1629692482215718912
happiness,low,1632505422186967040
fear of future,high,1632505422186967040
happiness,medium,1629965643217813512
life satisfaction,high,1629965643217813512
quality of relationships,medium,1632081191150006273
happiness,low,1628340865784578051
self-esteem,low,1628340865784578051
life satisfaction,low,1628340865784578051
vitality,low,1628340865784578051
positive functioning,low,1628340865784578051
expressing optimism,low,1628340865784578051
peace with thoughts and feelings,low,1628340865784578051
depression,high,1628340865784578051
anxiety,high,1628340865784578051
suffering,high,1628340865784578051
balance in the various aspects of own life,low,1628340865784578051
happiness,high,1632254482829692929
expressing optimism,high,1632254482829692929
positive functioning,high,1632254482829692929
belonging to society,medium,1632254482829692929
balance in the various aspects of own life,medium,1632254482829692929
financial/material worry,low,1632254482829692929
happiness,low,1630842781412343809
self-esteem,low,1630842781412343809
life satisfaction,low,1630842781412343809
vitality,low,1630842781412343809
positive functioning,low,1630842781412343809
expressing optimism,low,1630842781412343809
peace with thoughts and feelings,low,1630842781412343809
belonging to society,low,1630842781412343809
happiness,low,1630966862132527105
resilience,medium,1630966862132527105
self-esteem,medium,1630966862132527105
life satisfaction,medium,1630966862132527105
fear of future,high,1630966862132527105
vitality,low,1630966862132527105
having energy,low,1630966862132527105
positive functioning,medium,1630966862132527105
expressing job satisfaction,medium,1630966862132527105
expressing optimism,low,1630966862132527105
peace with thoughts and feelings,low,1630966862132527105
purpose in life,medium,1630966862132527105
depression,high,1630966862132527105
anxiety,high,1630966862132527105
suffering,high,1630966862132527105
feeling pain,high,1630966862132527105
describing health limitations,high,1630966862132527105
perceiving discrimination,medium,1629545616526172160
resilience,low,1626023668328300547
self-esteem,low,1626023668328300547
fear of future,high,1626023668328300547
peace with thoughts and feelings,low,1626023668328300547
quality of relationships,low,1626023668328300547
perceiving discrimination,high,1626023668328300547
happiness,high,1626144723093028868
life satisfaction,high,1626144723093028868
positive functioning,high,1626144723093028868
balance in the various aspects of own life,high,1626144723093028868
expressing gratitude,medium,1626144723093028868
mastery (ability or capability),high,1626144723093028868
financial/material worry,low,1626144723093028868
having hope,high,1626144723093028868
expressing delayed gratification,high,1626144723093028868
quality of relationships,low,1627093362573717504
belonging to society,low,1627093362573717504
happiness,high,1629302599655587840
positive functioning,high,1629302599655587840
expressing optimism,high,1629302599655587840
quality of relationships,medium,1629302599655587840
happiness,high,1627251541504626688
life satisfaction,high,1627251541504626688
positive functioning,high,1627251541504626688
expressing optimism,high,1627251541504626688
purpose in life,high,1627251541504626688
balance in the various aspects of own life,high,1627251541504626688
expressing gratitude,high,1627251541504626688
having hope,high,1627251541504626688
happiness,high,1632450066672758785
expressing trust,medium,1630568614792159234
feeling trusted,high,1630568614792159234
self-esteem,high,1630568614792159234
expressing government approval,medium,1630568614792159234
having hope,high,1630568614792159234
fear of future,high,1609380037223907329
religious criticism,high,1609380037223907329
seeking for forgiveness,medium,1609380037223907329
promoting good,high,1609380037223907329
expressing empathy,high,1609380037223907329
happiness,high,1630061021854572544
expressing optimism,high,1630061021854572544
positive functioning,high,1630061021854572544
purpose in life,high,1630061021854572544
feeling loved by god,high,1630061021854572544
belief in god,high,1630061021854572544
financial/material worry,high,1626449240263372803
fear of future,high,1626719992967307265
expressing trust,low,1626719992967307265
positive functioning,high,1627726991523778564
expressing optimism,high,1627726991523778564
belonging to society,medium,1627726991523778564
balance in the various aspects of own life,medium,1627726991523778564
perceiving discrimination,low,1627726991523778564
having hope,high,1627726991523778564
promoting good,high,1627726991523778564
expressing altruism,medium,1632499370984701952
describing health limitations,high,1632499370984701952
perceiving discrimination,high,1628617005304623104
happiness,low,1627024124353576960
expressing optimism,low,1627024124353576960
peace with thoughts and feelings,low,1627024124353576960
perceiving discrimination,high,1627024124353576960
feeling having a political voice,high,1627024124353576960
happiness,medium,1632259398402973696
expressing optimism,high,1632259398402973696
happiness,low,1625817944679931905
perceiving discrimination,high,1625817944679931905
self-esteem,low,1625826520727171072
belief in god,high,1629914528342323201
having hope,medium,1629914528342323201
expressing empathy,high,1628778864414691329
happiness,high,1629527415230701570
expressing gratitude,high,1629527415230701570
promoting good,high,1629527415230701570
expressing empathy,high,1629527415230701570
happiness,low,1625910663813156864
life satisfaction,low,1625910663813156864
fear of future,high,1625910663813156864
positive functioning,low,1625910663813156864
expressing optimism,low,1625910663813156864
peace with thoughts and feelings,low,1625910663813156864
depression,high,1625910663813156864
anxiety,high,1625910663813156864
suffering,high,1625910663813156864
balance in the various aspects of own life,low,1625910663813156864
quality of relationships,high,1627422696727359490
self-esteem,medium,1630240520407597063
quality of relationships,low,1630240520407597063
suffering,high,1626559165777715202
expressing altruism,high,1626559165777715202
loneliness,medium,1626559165777715202
quality of relationships,medium,1626559165777715202
belonging to society,medium,1626559165777715202
perceiving discrimination,medium,1626559165777715202
seeking for forgiveness,medium,1626559165777715202
promoting good,high,1626559165777715202
expressing empathy,high,1626559165777715202
happiness,medium,1629314717440196611
positive functioning,high,1629314717440196611
expressing optimism,high,1629314717440196611
belonging to society,low,1629314717440196611
happiness,medium,1628756561106534402
expressing gratitude,high,1628756561106534402
happiness,low,1628756756854632448
resilience,medium,1628756756854632448
self-esteem,medium,1628756756854632448
life satisfaction,low,1628756756854632448
fear of future,high,1628756756854632448
expressing optimism,low,1628756756854632448
feeling trusted,low,1628756756854632448
perceiving discrimination,high,1628756756854632448
financial/material worry,high,1628756756854632448
ptsd (post-traumatic stress disorder),medium,1628756756854632448
depression,high,1628756756854632448
anxiety,high,1628756756854632448
suffering,high,1628756756854632448
happiness,high,1626817130531553286
expressing altruism,high,1626817130531553286
expressing empathy,high,1626817130531553286
perceiving discrimination,high,1628752318047875074
feeling having a political voice,high,1628752318047875074
happiness,low,1631482756361322499
life satisfaction,low,1631482756361322499
fear of future,high,1631482756361322499
expressing optimism,low,1631482756361322499
anxiety,high,1631482756361322499
suffering,high,1631482756361322499
perceiving discrimination,high,1631482756361322499
religious criticism,high,1631482756361322499
feeling having a political voice,high,1631482756361322499
expressing altruism,medium,1631926565117239297
having hope,high,1631926565117239297
happiness,high,1628423832406044672
expressing gratitude,high,1628423832406044672
happiness,high,1632407862092914689
expressing optimism,high,1632407862092914689
peace with thoughts and feelings,medium,1632407862092914689
quality of relationships,low,1632407862092914689
depression,high,1631483414632120320
anxiety,high,1631483414632120320
suffering,high,1631483414632120320
ptsd (post-traumatic stress disorder),medium,1631483414632120320
belief in god,low,1633248267151585288
happiness,high,1633883089892933638
positive functioning,high,1633883089892933638
expressing optimism,high,1633883089892933638
mastery (ability or capability),medium,1633883089892933638
belonging to society,medium,1633883089892933638
balance in the various aspects of own life,medium,1633883089892933638
volunteering,low,1633883089892933638
happiness,high,1609380762188656640
expressing altruism,high,1609380762188656640
loneliness,low,1609380762188656640
happiness,low,1627872909157957637
life satisfaction,low,1627872909157957637
vitality,low,1627872909157957637
expressing optimism,low,1627872909157957637
suffering,high,1627872909157957637
feeling pain,high,1627872909157957637
describing health limitations,medium,1627872909157957637
anxiety,high,1626959743817519106
suffering,high,1626959743817519106
ptsd (post-traumatic stress disorder),high,1626959743817519106
perceiving discrimination,high,1631146193156972545
financial/material worry,high,1631146193156972545
happiness,high,1628882276816678912
