dimension,value,id
life satisfaction,high,1626474581811773441
positive functioning,high,1626474581811773441
expressing gratitude,high,1626474581811773441
promoting good,medium,1626474581811773441
expressing empathy,medium,1626474581811773441
vitality,low,1632506387493277697
having energy,low,1632506387493277697
balance in the various aspects of own life,low,1632506387493277697
financial or material worry,low,1632506387493277697
having hope,medium,1632506387493277697
describing health limitations,medium,1632506387493277697
happiness,high,1628787181215940608
love,high,1628787181215940608
expressing gratitude,medium,1628787181215940608
expressing trust,medium,1628787181215940608
feeling loved,high,1628787181215940608
charitable giving/helping,low,1628787181215940608
expressing delayed gratification,low,1628787181215940608
expressing empathy,medium,1628787181215940608
happiness,medium,1631214626267631617
optimism,high,1631214626267631617
expressing trust,medium,1631214626267631617
belonging to society,low,1631214626267631617
having hope,medium,1631214626267631617
expressing delayed gratification,low,1631214626267631617
life satisfaction,low,1634171865244598272
purpose in life,low,1634171865244598272
peace with thoughts and feelings,low,1634171865244598272
belief in god,high,1634171865244598272
feeling loved by god,medium,1634171865244598272
religious criticism,low,1634171865244598272
life after death belief,high,1634171865244598272
seeking for forgiveness,medium,1634171865244598272
expressing empathy,low,1634171865244598272
happiness,high,1630151796168744961
life satisfaction,high,1630151796168744961
optimism,high,1630151796168744961
purpose in life,high,1630151796168744961
expressing gratitude,high,1630151796168744961
belief in god,high,1630151796168744961
feeling loved by god,high,1630151796168744961
having hope,high,1630151796168744961
life after death belief,high,1630151796168744961
expressing empathy,low,1630151796168744961
concern for others,high,1628943582450302977
empathy,high,1628943582450302977
analytical thinking,medium,1628943582450302977
expressing concern for others,high,1628943582450302977
empathy and perspective taking,high,1628943582450302977
having hope,medium,1628943582450302977
promoting good,low,1628943582450302977
expressing delayed gratification,medium,1628943582450302977
describing health limitations,high,1628943582450302977
happiness,high,1627822668673081345
life satisfaction,high,1627822668673081345
expressing gratitude,medium,1627822668673081345
belonging to society,medium,1627822668673081345
happiness,medium,1627340340846788609
life satisfaction,medium,1627340340846788609
positive functioning,medium,1627340340846788609
expressing optimism,medium,1627340340846788609
expressing gratitude,low,1627340340846788609
expressing trust,medium,1627340340846788609
expressing government approval,low,1627340340846788609
having hope,medium,1627340340846788609
resilience,medium,1628678814610890752
self-esteem,high,1628678814610890752
life satisfaction,low,1628678814610890752
vitality,medium,1628678814610890752
positive functioning,low,1628678814610890752
expressing optimism,low,1628678814610890752
expressing altruism,low,1628678814610890752
loneliness,medium,1628678814610890752
quality of relationships,low,1628678814610890752
belonging to society,low,1628678814610890752
expressing gratitude,low,1628678814610890752
expressing trust,low,1628678814610890752
feeling trusted,low,1628678814610890752
balance in the various aspects of own life,low,1628678814610890752
mastery (ability or capability),medium,1628678814610890752
perceiving discrimination,high,1628678814610890752
feeling having a political voice,medium,1628678814610890752
expressing government approval,low,1628678814610890752
having hope,medium,1628678814610890752
expressing empathy,low,1628678814610890752
describing health limitations,none,1628678814610890752
life satisfaction,medium,1630645999202107393
positive functioning,medium,1630645999202107393
purpose in life,medium,1630645999202107393
expressing altruism,medium,1630645999202107393
quality of relationships,low,1630645999202107393
belonging to society,low,1630645999202107393
expressing gratitude,low,1630645999202107393
balance in the various aspects of own life,medium,1630645999202107393
having hope,medium,1630645999202107393
promoting good,medium,1630645999202107393
describing health limitations,medium,1630645999202107393
happiness,medium,1632355500657369088
life satisfaction,medium,1632355500657369088
expressing gratitude,low,1632355500657369088
expressing trust,medium,1632355500657369088
expressing government approval,medium,1632355500657369088
feeling having a political voice,medium,1632355500657369088
happiness,medium,1628225423350824960
life satisfaction,medium,1628225423350824960
positive functioning,high,1628225423350824960
purpose in life,high,1628225423350824960
expressing gratitude,high,1628225423350824960
expressing altruism,high,1628225423350824960
quality of relationships,medium,1628225423350824960
charitable giving/helping,high,1628225423350824960
promoting good,high,1628225423350824960
having hope,medium,1628225423350824960
expressing empathy,high,1628225423350824960
happiness,high,1629163904940097537
life satisfaction,high,1629163904940097537
positive functioning,high,1629163904940097537
expressing optimism,high,1629163904940097537
expressing gratitude,high,1629163904940097537
expressing altruism,medium,1629163904940097537
having hope,high,1629163904940097537
expressing delayed gratification,medium,1629163904940097537
promoting good,high,1629163904940097537
expressing empathy,high,1629163904940097537
happiness,high,1629028559913197569
life satisfaction,high,1629028559913197569
positive functioning,high,1629028559913197569
expressing optimism,high,1629028559913197569
expressing altruism,high,1629028559913197569
quality of relationships,high,1629028559913197569
belonging to society,medium,1629028559913197569
expressing gratitude,high,1629028559913197569
volunteering,high,1629028559913197569
charitable giving/helping,medium,1629028559913197569
having hope,high,1629028559913197569
promoting good,high,1629028559913197569
expressing empathy,high,1629028559913197569
happiness,high,1626785679026839553
life satisfaction,high,1626785679026839553
positive functioning,high,1626785679026839553
expressing optimism,high,1626785679026839553
expressing gratitude,high,1626785679026839553
expressing altruism,high,1626785679026839553
feeling loved,high,1626785679026839553
charitable giving/helping,medium,1626785679026839553
expressing delayed gratification,low,1626785679026839553
promoting good,medium,1626785679026839553
expressing empathy,high,1626785679026839553
happiness,high,1631440103838187521
life satisfaction,high,1631440103838187521
expressing gratitude,high,1631440103838187521
having hope,high,1631440103838187521
expressing delayed gratification,medium,1631440103838187521
expressing empathy,low,1631440103838187521
life satisfaction,high,1626742474424340480
purpose in life,high,1626742474424340480
peace with thoughts and feelings,high,1626742474424340480
positive functioning,high,1626742474424340480
balance in the various aspects of own life,high,1626742474424340480
mastery (ability or capability),medium,1626742474424340480
having hope,high,1626742474424340480
promoting good,high,1626742474424340480
expressing empathy,medium,1626742474424340480
happiness,high,1631425391524220928
life satisfaction,high,1631425391524220928
positive functioning,high,1631425391524220928
expressing optimism,high,1631425391524220928
belonging to society,medium,1631425391524220928
expressing gratitude,low,1631425391524220928
having hope,medium,1631425391524220928
expressing delayed gratification,low,1631425391524220928
expressing empathy,low,1631425391524220928
fear of future,high,1631554560329412610
anxiety,high,1631554560329412610
loneliness,high,1631554560329412610
life after death belief,medium,1631554560329412610
ptsd,medium,1631554560329412610
life satisfaction,medium,1631202132945674240
purpose in life,high,1631202132945674240
positive functioning,high,1631202132945674240
expressing optimism,high,1631202132945674240
belonging to society,medium,1631202132945674240
expressing trust,low,1631202132945674240
feeling having a political voice,high,1631202132945674240
expressing government approval,low,1631202132945674240
expressing empathy,low,1631202132945674240
happiness,high,1627336301484580866
life satisfaction,high,1627336301484580866
positive functioning,high,1627336301484580866
expressing optimism,high,1627336301484580866
peace with thoughts and feelings,high,1627336301484580866
expressing gratitude,high,1627336301484580866
belief in god,high,1627336301484580866
feeling loved by god,high,1627336301484580866
life after death belief,high,1627336301484580866
having hope,high,1627336301484580866
expressing delayed gratification,low,1627336301484580866
expressing empathy,low,1627336301484580866
ptsd (post-traumatic stress disorder),low,1627336301484580866
happiness,high,1632145964390576129
life satisfaction,high,1632145964390576129
positive functioning,high,1632145964390576129
belonging to society,high,1632145964390576129
expressing gratitude,high,1632145964390576129
having hope,high,1632145964390576129
expressing government approval,medium,1632145964390576129
feeling having a political voice,medium,1632145964390576129
expressing empathy,high,1632145964390576129
happiness,low,1630634220010852352
life satisfaction,low,1630634220010852352
positive functioning,low,1630634220010852352
expressing optimism,low,1630634220010852352
expressing altruism,low,1630634220010852352
loneliness,medium,1630634220010852352
quality of relationships,low,1630634220010852352
belonging to society,low,1630634220010852352
perceiving discrimination,medium,1630634220010852352
expressing government approval,low,1630634220010852352
feeling having a political voice,low,1630634220010852352
having hope,low,1630634220010852352
promoting good,low,1630634220010852352
expressing empathy,low,1630634220010852352
happiness,high,1630548080788660224
self-esteem,medium,1630548080788660224
expressing gratitude,high,1630548080788660224
charitable giving/helping,medium,1630548080788660224
promoting good,medium,1630548080788660224
expressing empathy,low,1630548080788660224
happiness,low,1628274899994255362
resilience,medium,1628274899994255362
life satisfaction,low,1628274899994255362
expressing optimism,low,1628274899994255362
expressing altruism,low,1628274899994255362
loneliness,medium,1628274899994255362
quality of relationships,low,1628274899994255362
belonging to society,medium,1628274899994255362
expressing gratitude,low,1628274899994255362
expressing trust,low,1628274899994255362
feeling trusted,low,1628274899994255362
expressing government approval,low,1628274899994255362
having hope,medium,1628274899994255362
promoting good,low,1628274899994255362
seeking for forgiveness,low,1628274899994255362
ptsd (post-traumatic stress disorder),low,1628274899994255362
expressing empathy,low,1628274899994255362
happiness,high,1632967534814060545
love satisfaction,high,1632967534814060545
optimism,high,1632967534814060545
expressing love,high,1632967534814060545
quality of relationships,medium,1632967534814060545
having hope,high,1632967534814060545
promoting good,high,1632967534814060545
expressing delayed gratification,medium,1632967534814060545
expressing empathy,low,1632967534814060545
happiness,high,1630909107422236677
life satisfaction,high,1630909107422236677
positive functioning,high,1630909107422236677
vitality,high,1630909107422236677
mastery (ability or capability),high,1630909107422236677
balance in the various aspects of own life,medium,1630909107422236677
having hope,high,1630909107422236677
expressing delayed gratification,medium,1630909107422236677
describing health limitations,medium,1630909107422236677
happiness,high,1628476666463895554
life satisfaction,medium,1628476666463895554
positive functioning,high,1628476666463895554
expressing optimism,high,1628476666463895554
expressing gratitude,high,1628476666463895554
feeling loved,high,1628476666463895554
quality of relationships,medium,1628476666463895554
having hope,high,1628476666463895554
expressing delayed gratification,low,1628476666463895554
feeling having a political voice,low,1628476666463895554
expressing empathy,high,1628476666463895554
happiness,high,1632974707741048832
life satisfaction,high,1632974707741048832
positive functioning,high,1632974707741048832
purpose in life,high,1632974707741048832
suffering,low,1632974707741048832
belief in god,high,1632974707741048832
feeling loved by god,high,1632974707741048832
religious comfort,high,1632974707741048832
life after death belief,high,1632974707741048832
seeking for forgiveness,high,1632974707741048832
having hope,high,1632974707741048832
expressing empathy,medium,1632974707741048832
happiness,high,1626056637566926848
self-esteem,high,1626056637566926848
expressing gratitude,high,1626056637566926848
feeling loved,high,1626056637566926848
promoting good,high,1626056637566926848
expressing delayed gratification,low,1626056637566926848
expressing empathy,high,1626056637566926848
happiness,medium,1632663613541416961
life satisfaction,medium,1632663613541416961
positive functioning,medium,1632663613541416961
vitality,medium,1632663613541416961
expressing altruism,low,1632663613541416961
quality of relationships,medium,1632663613541416961
having hope,low,1632663613541416961
promoting good,low,1632663613541416961
self-esteem,low,1625961207482941440
body satisfaction,low,1625961207482941440
expressing gratitude,high,1625961207482941440
quality of relationships,medium,1625961207482941440
having hope,medium,1625961207482941440
promoting good,low,1625961207482941440
expressing empathy,low,1625961207482941440
self-esteem,medium,1628056969213771776
life satisfaction,medium,1628056969213771776
purpose in life,high,1628056969213771776
love for oneself,high,1628056969213771776
expressing self-love,high,1628056969213771776
feeling loved,high,1628056969213771776
prioritizing self-love,medium,1628056969213771776
having hope,high,1628056969213771776
promoting good,high,1628056969213771776
expressing delayed gratification,medium,1628056969213771776
expressing empathy,high,1628056969213771776
life satisfaction,medium,1631623434751860737
happiness,low,1631623434751860737
fear of future,medium,1631623434751860737
anxiety,medium,1631623434751860737
balance in the various aspects of own life,medium,1631623434751860737
mastery (ability or capability),low,1631623434751860737
financial or material worry,medium,1631623434751860737
describing health limitations,low,1631623434751860737
suffering,high,1629545401723265026
feeling pain,high,1629545401723265026
mastery (ability or capability),high,1629545401723265026
having hope,medium,1629545401723265026
promoting good,medium,1629545401723265026
expressing delayed gratification,high,1629545401723265026
expressing empathy,high,1629545401723265026
describing health limitations,medium,1629545401723265026
happiness,high,1629169683030245376
joy,high,1629169683030245376
love,high,1629169683030245376
life satisfaction,high,1629169683030245376
positive functioning,high,1629169683030245376
expressing optimism,high,1629169683030245376
expressing gratitude,high,1629169683030245376
expressing love,high,1629169683030245376
feeling loved,high,1629169683030245376
having hope,high,1629169683030245376
promoting good,high,1629169683030245376
expressing empathy,high,1629169683030245376
anxiety,medium,1630640472547835929
defensiveness,high,1630640472547835929
expressing trust,medium,1630640472547835929
feeling trusted,low,1630640472547835929
feeling having a political voice,medium,1630640472547835929
expressing government approval,low,1630640472547835929
expressing empathy,low,1630640472547835929
ptsd (post-traumatic stress disorder),medium,1630640472547835929
happiness,high,1633056693620703233
life satisfaction,high,1633056693620703233
positive functioning,high,1633056693620703233
expressing optimism,high,1633056693620703233
belonging to society,medium,1633056693620703233
expressing gratitude,low,1633056693620703233
feeling loved by god,low,1633056693620703233
quality of relationships,low,1633056693620703233
having hope,high,1633056693620703233
promoting good,medium,1633056693620703233
life satisfaction,high,1626357006931054594
purpose in life,high,1626357006931054594
positive functioning,high,1626357006931054594
mastery (ability or capability),high,1626357006931054594
balance in the various aspects of own life,medium,1626357006931054594
having hope,high,1626357006931054594
promoting good,medium,1626357006931054594
empathy,high,1632077818535321600
frustration,high,1632077818535321600
suffering,medium,1632077818535321600
expressing empathy,high,1632077818535321600
quality of relationships,medium,1632077818535321600
having hope,low,1632077818535321600
expressing empathy,high,1632077818535321600
happiness,medium,1627834897543856130
life satisfaction,medium,1627834897543856130
expressing gratitude,low,1627834897543856130
quality of relationships,medium,1627834897543856130
expressing empathy,low,1627834897543856130
happiness,low,1629378907488276480
life satisfaction,low,1629378907488276480
vitality,low,1629378907488276480
having energy,low,1629378907488276480
positive functioning,low,1629378907488276480
suffering,high,1629378907488276480
feeling pain,high,1629378907488276480
quality of relationships,low,1629378907488276480
belonging to society,medium,1629378907488276480
expressing gratitude,high,1629378907488276480
balance in the various aspects of own life,low,1629378907488276480
mastery (ability or capability),medium,1629378907488276480
financial or material worry,medium,1629378907488276480
seeking for forgiveness,low,1629378907488276480
having hope,medium,1629378907488276480
describing health limitations,high,1629378907488276480
high fever),high,1629378907488276480
happiness,medium,1626148717668536320
resilience,high,1626148717668536320
life satisfaction,medium,1626148717668536320
vitality,high,1626148717668536320
expressing optimism,medium,1626148717668536320
expressing altruism,low,1626148717668536320
loneliness,medium,1626148717668536320
quality of relationships,low,1626148717668536320
belonging to society,medium,1626148717668536320
expressing gratitude,low,1626148717668536320
expressing trust,low,1626148717668536320
feeling trusted,low,1626148717668536320
expressing government disapproval,high,1626148717668536320
feeling having a political voice,medium,1626148717668536320
expressing empathy,low,1626148717668536320
happiness,high,1627239225266520065
life satisfaction,high,1627239225266520065
positive functioning,high,1627239225266520065
expressing optimism,high,1627239225266520065
expressing gratitude,high,1627239225266520065
quality of relationships,high,1627239225266520065
expressing delayed gratification,low,1627239225266520065
having hope,medium,1627239225266520065
promoting good,medium,1627239225266520065
seeking for forgiveness,medium,1627239225266520065
expressing empathy,high,1627239225266520065
resilience,high,1631088427385999360
self-esteem,medium,1631088427385999360
life satisfaction,medium,1631088427385999360
vitality,high,1631088427385999360
having energy,high,1631088427385999360
positive functioning,high,1631088427385999360
mastery (ability or capability),high,1631088427385999360
balance in the various aspects of own life,medium,1631088427385999360
having hope,high,1631088427385999360
promoting good,high,1631088427385999360
expressing delayed gratification,high,1631088427385999360
expressing empathy,low,1631088427385999360
optimism,high,1609395836475310080
compassion,high,1609395836475310080
happiness,high,1609395836475310080
expressing gratitude,high,1609395836475310080
expressing altruism,high,1609395836475310080
balance in the various aspects of own life,medium,1609395836475310080
having hope,high,1609395836475310080
promoting good,high,1609395836475310080
expressing delayed gratification,medium,1609395836475310080
expressing empathy,high,1609395836475310080
happiness,medium,1629247616260390913
life satisfaction,low,1629247616260390913
positive functioning,medium,1629247616260390913
quality of relationships,medium,1629247616260390913
belonging to society,low,1629247616260390913
expressing trust,medium,1629247616260390913
having hope,medium,1629247616260390913
promoting good,low,1629247616260390913
expressing empathy,medium,1629247616260390913
fear of future,high,1626363420189642753
anxiety,high,1626363420189642753
suffering,medium,1626363420189642753
expressing altruism,high,1626363420189642753
feeling trusted,low,1626363420189642753
belonging to society,medium,1626363420189642753
perceiving discrimination,low,1626363420189642753
having hope,low,1626363420189642753
feeling having a political voice,medium,1626363420189642753
expressing government approval,low,1626363420189642753
ptsd (post-traumatic stress disorder),medium,1626363420189642753
expressing empathy,high,1626363420189642753
happiness,high,1629324992126103552
life satisfaction,high,1629324992126103552
positive functioning,high,1629324992126103552
expressing gratitude,high,1629324992126103552
quality of relationships,medium,1629324992126103552
having hope,medium,1629324992126103552
promoting good,low,1629324992126103552
expressing empathy,high,1629324992126103552
happiness,high,1632428601487261697
life satisfaction,high,1632428601487261697
positive functioning,high,1632428601487261697
expressing optimism,high,1632428601487261697
expressing gratitude,medium,1632428601487261697
mastery (ability or capability),low,1632428601487261697
expressing government approval,medium,1632428601487261697
feeling having a political voice,low,1632428601487261697
happiness,high,1626945710070325252
life satisfaction,high,1626945710070325252
optimism,high,1626945710070325252
purpose in life,high,1626945710070325252
expressing gratitude,high,1626945710070325252
belief in god,high,1626945710070325252
feeling loved by god,high,1626945710070325252
religious comfort,high,1626945710070325252
life after death belief,high,1626945710070325252
charitable giving/helping,medium,1626945710070325252
seeking for forgiveness,high,1626945710070325252
having hope,high,1626945710070325252
promoting good,high,1626945710070325252
expressing delayed gratification,low,1626945710070325252
expressing empathy,high,1626945710070325252
optimism,high,1632515501325705216
resilience,high,1632515501325705216
fear of future,low,1632515501325705216
expressing trust,high,1632515501325705216
financial or material worry,low,1632515501325705216
having hope,high,1632515501325705216
ptsd (post-traumatic stress disorder),low,1632515501325705216
expressing empathy,low,1632515501325705216
anger,high,1632276612447367169
frustration,high,1632276612447367169
anxiety,medium,1632276612447367169
resentment,high,1632276612447367169
expressing altruism,low,1632276612447367169
loneliness,low,1632276612447367169
quality of relationships,low,1632276612447367169
belonging to society,medium,1632276612447367169
perceiving discrimination,high,1632276612447367169
feeling having a political voice,high,1632276612447367169
expressing government approval,low,1632276612447367169
expressing empathy,low,1632276612447367169
self-esteem,high,1627344870565183489
life satisfaction,medium,1627344870565183489
vitality,medium,1627344870565183489
positive functioning,medium,1627344870565183489
expressing trust,medium,1627344870565183489
mastery (ability or capability),high,1627344870565183489
financial or material worry,low,1627344870565183489
expressing government approval,low,1627344870565183489
describing health limitations,medium,1627344870565183489
happiness,high,1626489011580592130
life satisfaction,high,1626489011580592130
positive functioning,high,1626489011580592130
expressing optimism,high,1626489011580592130
expressing gratitude,high,1626489011580592130
belief in god,high,1626489011580592130
feeling loved by god,high,1626489011580592130
life after death belief,high,1626489011580592130
expressing government approval,low,1626489011580592130
having hope,high,1626489011580592130
expressing empathy,low,1626489011580592130
happiness,high,1632163742690471938
positive functioning,high,1632163742690471938
expressing gratitude,high,1632163742690471938
quality of relationships,medium,1632163742690471938
expressing government approval,low,1632163742690471938
having hope,medium,1632163742690471938
promoting good,medium,1632163742690471938
expressing empathy,low,1632163742690471938
anxiety,medium,1629839920339595267
fear of future,medium,1629839920339595267
suffering,low,1629839920339595267
expressing gratitude,high,1629839920339595267
belonging to society,medium,1629839920339595267
perceiving discrimination,low,1629839920339595267
feeling having a political voice,high,1629839920339595267
expressing government disapproval,high,1629839920339595267
expressing empathy,medium,1629839920339595267
anxiety,medium,1631209106529812481
frustration,high,1631209106529812481
suffering,medium,1631209106529812481
expressing altruism,low,1631209106529812481
quality of relationships,low,1631209106529812481
expressing government approval,low,1631209106529812481
having hope,low,1631209106529812481
happiness,low,1631714058872459264
life satisfaction,low,1631714058872459264
suffering,high,1631714058872459264
feeling pain,high,1631714058872459264
expressing empathy,high,1631714058872459264
quality of relationships,medium,1631714058872459264
having hope,low,1631714058872459264
expressing delayed gratification,medium,1631714058872459264
expressing empathy,high,1631714058872459264
happiness,high,1631920719545380864
life satisfaction,medium,1631920719545380864
positive functioning,high,1631920719545380864
expressing optimism,high,1631920719545380864
expressing trust,medium,1631920719545380864
financial or material worry,medium,1631920719545380864
expressing empathy,low,1631920719545380864
happiness,high,1632940510334578688
self-esteem,high,1632940510334578688
expressing gratitude,high,1632940510334578688
expressing trust,high,1632940510334578688
feeling loved,high,1632940510334578688
quality of relationships,high,1632940510334578688
promoting good,high,1632940510334578688
expressing delayed gratification,low,1632940510334578688
expressing empathy,high,1632940510334578688
happiness,low,1626309883468435458
life satisfaction,low,1626309883468435458
quality of relationships,low,1626309883468435458
expressing altruism,low,1626309883468435458
promoting good,low,1626309883468435458
expressing empathy,low,1626309883468435458
happiness,high,1626379200688177152
life satisfaction,high,1626379200688177152
positive functioning,high,1626379200688177152
belonging to society,high,1626379200688177152
quality of relationships,medium,1626379200688177152
expressing gratitude,high,1626379200688177152
having hope,high,1626379200688177152
promoting good,medium,1626379200688177152
life satisfaction,medium,1631830090970546176
positive functioning,medium,1631830090970546176
quality of relationships,medium,1631830090970546176
financial or material worry,medium,1631830090970546176
life satisfaction,high,1632339233393324034
positive functioning,high,1632339233393324034
self-esteem,high,1632339233393324034
quality of relationships,high,1632339233393324034
belonging to society,medium,1632339233393324034
expressing gratitude,low,1632339233393324034
promoting good,medium,1632339233393324034
having hope,medium,1632339233393324034
expressing empathy,high,1632339233393324034
optimism,medium,1625876384143769600
positive functioning,low,1625876384143769600
perceiving discrimination,medium,1625876384143769600
belonging to society,low,1625876384143769600
having hope,medium,1625876384143769600
expressing government approval,low,1625876384143769600
feeling having a political voice,medium,1625876384143769600
respect,high,1629641423170461696
self-esteem,medium,1629641423170461696
life satisfaction,medium,1629641423170461696
positive functioning,medium,1629641423170461696
expressing optimism,medium,1629641423170461696
expressing altruism,high,1629641423170461696
expressing gratitude,high,1629641423170461696
belonging to society,medium,1629641423170461696
expressing government approval,medium,1629641423170461696
feeling having a political voice,medium,1629641423170461696
promoting good,high,1629641423170461696
expressing empathy,high,1629641423170461696
happiness,high,1631761901142040576
life satisfaction,medium,1631761901142040576
positive functioning,high,1631761901142040576
expressing optimism,high,1631761901142040576
expressing altruism,high,1631761901142040576
expressing gratitude,medium,1631761901142040576
having hope,high,1631761901142040576
expressing delayed gratification,medium,1631761901142040576
expressing empathy,high,1631761901142040576
happiness,low,1631710320610746368
self-esteem,low,1631710320610746368
perceiving discrimination,high,1631710320610746368
expressing trust,low,1631710320610746368
feeling having a political voice,low,1631710320610746368
expressing government approval,low,1631710320610746368
having hope,medium,1631710320610746368
promoting good,medium,1631710320610746368
ptsd (post-traumatic stress disorder),medium,1631710320610746368
expressing empathy,high,1631710320610746368
anger,high,1625898371562057729
frustration,high,1625898371562057729
disgust,medium,1625898371562057729
outrage,high,1625898371562057729
expressing altruism,low,1625898371562057729
perceiving discrimination,medium,1625898371562057729
expressing government disapproval,high,1625898371562057729
feeling having a political voice,medium,1625898371562057729
expressing empathy,low,1625898371562057729
describing health limitations,none,1625898371562057729
ptsd (post-traumatic stress disorder),none,1625898371562057729
describing smoking related health issues,none,1625898371562057729
describing drinking related health issues,none,1625898371562057729
anxiety,medium,1625847777644408833
fear of future,medium,1625847777644408833
suffering,low,1625847777644408833
expressing altruism,high,1625847777644408833
belonging to society,medium,1625847777644408833
financial or material worry,high,1625847777644408833
charitable giving/helping,high,1625847777644408833
describing health limitations,medium,1625847777644408833
happiness,high,1626536686967455744
life satisfaction,high,1626536686967455744
positive functioning,high,1626536686967455744
fear of future,medium,1631399991137665024
anxiety,high,1631399991137665024
suffering,medium,1631399991137665024
expressing altruism,high,1631399991137665024
quality of relationships,medium,1631399991137665024
feeling trusted,low,1631399991137665024
having hope,low,1631399991137665024
promoting good,medium,1631399991137665024
expressing delayed gratification,low,1631399991137665024
ptsd (post-traumatic stress disorder),medium,1631399991137665024
describing health limitations,low,1631399991137665024
happiness,medium,1628812832178335745
life satisfaction,medium,1628812832178335745
positive functioning,medium,1628812832178335745
expressing altruism,medium,1628812832178335745
belonging to society,medium,1628812832178335745
promoting good,medium,1628812832178335745
expressing government approval,medium,1628812832178335745
happiness,low,1627658946382123008
life satisfaction,low,1627658946382123008
vitality,low,1627658946382123008
fear of future,high,1627658946382123008
anxiety,high,1627658946382123008
suffering,high,1627658946382123008
perceiving discrimination,high,1627658946382123008
balance in the various aspects of own life,low,1627658946382123008
financial or material worry,high,1627658946382123008
feeling having a political voice,low,1627658946382123008
happiness,high,1626642283985801218
life satisfaction,high,1626642283985801218
positive functioning,high,1626642283985801218
expressing job satisfaction,high,1626642283985801218
expressing optimism,high,1626642283985801218
expressing gratitude,high,1626642283985801218
quality of relationships,medium,1626642283985801218
financial or material worry,low,1626642283985801218
having hope,high,1626642283985801218
happiness,medium,1626929295338754048
vitality,high,1626929295338754048
quality of relationships,medium,1626929295338754048
belonging to society,medium,1626929295338754048
having hope,medium,1626929295338754048
promoting good,low,1626929295338754048
happiness,low,1630447018546962432
life satisfaction,low,1630447018546962432
fear of future,medium,1630447018546962432
anxiety,high,1630447018546962432
