dimension,value,id
 balance in the various aspects of own life ,high,1626536686967455744
resilience ,medium,1631399991137665024
 vitality ,medium,1631399991137665024
 positive functioning ,medium,1631399991137665024
 expressing optimism ,medium,1631399991137665024
 peace with thoughts and feelings ,low,1631399991137665024
 anxiety ,medium,1631399991137665024
suffering ,medium,1631399991137665024
 balance in the various aspects of own life ,low,1631399991137665024
 capability) ,medium,1631399991137665024
 positive functioning ,medium,1628812832178335745
 balance in the various aspects of own life ,medium,1628812832178335745
 promoting good ,high,1628812832178335745
 financial/material worry ,high,1627658946382123008
 feeling having a political voice ,high,1627658946382123008
 expressing loyalty ,high,1626642283985801218
 vitality ,high,1626929295338754048
 happiness ,low,1630447018546962432
 expressing optimism ,low,1630447018546962432
 belonging to society ,low,1630447018546962432
 expressing trust ,low,1628877111804002304
 expressing optimism ,high,1626529324558852097
 expressing empathy ,high,1626529324558852097
 expressing altruism ,high,1626529324558852097
 having hope ,high,1626529324558852097
 balance in the various aspects of own life ,low,1634312215481204738
 expressing trust ,low,1632392925983416321
 expressing optimism ,high,1631214500157480965
 having hope ,high,1631214500157480965
resilience ,high,1631599106392039424
 happiness ,medium,1631599106392039424
 expressing empathy ,high,1631599106392039424
 feeling having a political voice ,high,1629839123258261504
 fear of future ,high,1632740036956377088
 perceiving discrimination ,high,1632740036956377088
 feeling having a political voice ,high,1632740036956377088
 happiness ,low,1626067799117377536
 vitality ,low,1626067799117377536
 positive functioning ,low,1626067799117377536
 expressing optimism ,low,1626067799117377536
 peace with thoughts and feelings ,low,1626067799117377536
 belonging to society ,low,1626067799117377536
 feeling having a political voice ,medium,1625709694407917569
 loneliness ,high,1631313702116003841
 happiness ,low,1629852478064803841
 positive functioning ,low,1629852478064803841
 expressing optimism ,low,1629852478064803841
 peace with thoughts and feelings ,low,1629852478064803841
suffering ,high,1629852478064803841
 balance in the various aspects of own life ,low,1629852478064803841
 happiness ,high,1630007044349521921
 expressing optimism ,high,1630007044349521921
 loneliness ,high,1632273926897139719
 having hope ,low,1632273926897139719
 expressing empathy ,medium,1632273926897139719
 happiness ,high,1628921574651838467
 plants ,high,1628921574651838467
 youth ,medium,1628921574651838467
 pastel colors ,high,1628921574651838467
 quality of relationships ,medium,1631241486988894208
 belonging to society ,low,1628574399820361728
 expressing optimism ,low,1627058013969481730
 describing drinking related health issues ,high,1627058013969481730
 fear of future ,high,1629473195903336451
 happiness ,high,1630842587505475584
 life satisfaction ,high,1630842587505475584
 positive functioning ,high,1630842587505475584
 expressing optimism ,high,1630842587505475584
 expressing gratitude ,medium,1630842587505475584
 expressing empathy ,high,1630842587505475584
 expressing empathy ,medium,1631836299635093504
 expressing optimism ,low,1628158760689573889
 positive functioning ,low,1628158760689573889
 happiness ,low,1627759110081970182
resilience ,medium,1627759110081970182
 positive functioning ,low,1627759110081970182
 expressing optimism ,low,1627759110081970182
 balance in the various aspects of own life ,low,1627759110081970182
 having hope ,high,1631083244987744257
 happiness ,high,1627783231134113792
 positive functioning ,high,1627783231134113792
 expressing optimism ,high,1632866383770931201
 having hope ,high,1632866383770931201
 expressing optimism ,high,1632342928709304322
 positive functioning ,high,1632342928709304322
 expressing optimism ,low,1631110565878722561
 expressing gratitude ,high,1628748755171254273
 happiness ,high,1630547048184307713
 life satisfaction ,high,1630547048184307713
 positive functioning ,high,1630547048184307713
 expressing altruism ,high,1625737282387845122
 charitable giving/helping ,high,1625737282387845122
 promoting good ,high,1625737282387845122
 expressing empathy ,high,1625737282387845122
 feeling having a political voice ,high,1628330198805491713
 happiness ,high,1629862939934195721
 expressing gratitude ,high,1629862939934195721
resilience ,high,1631643694834110471
 delayed gratification ,high,1631643694834110471
 happiness ,low,1609355163101429761
 life satisfaction ,low,1609355163101429761
 positive functioning ,low,1609355163101429761
 expressing optimism ,low,1609355163101429761
 happiness ,high,1633785590578655232
 expressing altruism ,medium,1633785590578655232
 happiness ,medium,1628584774561370126
 belonging to society ,low,1633782002221547520
 happiness ,medium,1625897547205328896
 expressing optimism ,medium,1625905665737621504
 expressing gratitude ,medium,1625905665737621504
 feeling having a political voice ,high,1625905665737621504
 expressing altruism ,high,1625704252097064962
 promoting good ,medium,1625704252097064962
 happiness ,high,1628558087715012608
 balance in the various aspects of own life ,high,1628558087715012608
 happiness ,high,1629196498473713665
 expressing gratitude ,high,1629196498473713665
 happiness ,low,1626761342656090116
 life satisfaction ,low,1626761342656090116
 fear of future ,high,1626761342656090116
 positive functioning ,low,1626761342656090116
 expressing optimism ,low,1626761342656090116
 peace with thoughts and feelings ,low,1626761342656090116
suffering ,high,1626761342656090116
 capability) ,high,1609361577659998214
 loneliness ,high,1625984095007154182
 vulgar language ,high,1633765259096780801
 expressing optimism ,high,1629496703102615557
 capability) ,high,1629496703102615557
 happiness ,medium,1628601516314726400
 happiness ,high,1625892663407902720
 positive functioning ,high,1625892663407902720
 expressing optimism ,high,1625892663407902720
 vitality ,high,1625892663407902720
 expressing altruism ,high,1625892663407902720
 happiness ,high,1628427872179310598
 expressing optimism ,high,1628427872179310598
 having hope ,high,1628427872179310598
 expressing altruism ,medium,1633786683341565952
 feeling having a political voice ,high,1633786683341565952
 expressing empathy ,high,1633786683341565952
 purpose in life ,high,1630827093939347457
 expressing altruism ,high,1630827093939347457
 promoting good ,high,1630827093939347457
 expressing trust ,medium,1625799307033993217
 happiness ,high,1626955746368798721
 life satisfaction ,high,1626955746368798721
 positive functioning ,high,1626955746368798721
 expressing optimism ,high,1626955746368798721
 balance in the various aspects of own life ,medium,1626955746368798721
 having hope ,high,1626955746368798721
 happiness ,high,1630065633479249920
 capability) ,medium,1630065633479249920
 happiness ,low,1627764294958841857
 life satisfaction ,low,1627764294958841857
 fear of future ,high,1627764294958841857
suffering ,high,1627764294958841857
 quality of relationships ,low,1627764294958841857
 perceiving discrimination ,high,1627764294958841857
 fear of future ,high,1630614156289228816
 perceiving discrimination ,high,1630614156289228816
 happiness ,high,1632667455154692097
 positive functioning ,high,1632667455154692097
 expressing job satisfaction ,high,1632667455154692097
 expressing optimism ,high,1632667455154692097
 balance in the various aspects of own life ,high,1632667455154692097
 capability) ,high,1632667455154692097
 financial/material worry ,low,1630327512688467969
 expressing optimism ,low,1632432023347294210
 happiness ,medium,1630565534851842049
 capability) ,high,1630565534851842049
 expressing optimism ,low,1629864801429069825
 capability) ,low,1629864801429069825
 happiness ,high,1627823242281877504
 balance in the various aspects of own life ,medium,1627823242281877504
 quality of relationships ,low,1629692482215718912
 happiness ,low,1632505422186967040
 life satisfaction ,low,1632505422186967040
 fear of future ,high,1632505422186967040
 vitality ,low,1632505422186967040
 having energy ,low,1632505422186967040
 positive functioning ,low,1632505422186967040
 expressing optimism ,low,1632505422186967040
 peace with thoughts and feelings ,low,1632505422186967040
suffering ,high,1632505422186967040
 balance in the various aspects of own life ,medium,1629965643217813512
 quality of relationships ,medium,1632081191150006273
 vulnerable ,low,1628340865784578051
 happiness ,high,1632254482829692929
 life satisfaction ,high,1632254482829692929
 vitality ,high,1632254482829692929
 positive functioning ,high,1632254482829692929
 vulgarity ,high,1630842781412343809
 happiness ,low,1630966862132527105
resilience ,medium,1630966862132527105
 expressing optimism ,low,1629545616526172160
 belonging to society ,low,1629545616526172160
self-esteem ,low,1626023668328300547
resilience ,medium,1626023668328300547
 feeling having a political voice ,high,1626023668328300547
 expressing job satisfaction ,high,1626144723093028868
 balance in the various aspects of own life ,high,1626144723093028868
 financial/material worry ,low,1626144723093028868
 quality of relationships ,low,1627093362573717504
 happiness ,high,1629302599655587840
 quality of relationships ,high,1629302599655587840
 life satisfaction ,high,1627251541504626688
 positive functioning ,high,1627251541504626688
 expressing optimism ,high,1627251541504626688
 purpose in life ,high,1627251541504626688
 happiness ,high,1627251541504626688
 expressing gratitude ,high,1627251541504626688
 balance in the various aspects of own life ,medium,1627251541504626688
 life after death belief ,high,1627251541504626688
 having hope ,high,1627251541504626688
 expressing delayed gratification ,low,1627251541504626688
 expressing empathy ,high,1627251541504626688
 happiness ,high,1632450066672758785
 quality of relationships ,high,1632450066672758785
 expressing optimism ,medium,1630568614792159234
 capability) ,high,1630568614792159234
 promoting good ,high,1630568614792159234
 purpose in life ,high,1609380037223907329
 belief in god ,high,1609380037223907329
 life after death belief ,high,1609380037223907329
 belief in god ,high,1630061021854572544
 feeling having a political voice ,low,1630061021854572544
 expressing trust ,low,1626449240263372803
 financial/material worry ,high,1626449240263372803
 feeling having a political voice ,high,1626719992967307265
 expressing optimism ,high,1627726991523778564
 expressing trust ,medium,1627726991523778564
 feeling having a political voice ,high,1627726991523778564
 expressing empathy ,high,1627726991523778564
 expressing optimism ,low,1632499370984701952
 positive functioning ,low,1632499370984701952
 describing health limitations ,medium,1632499370984701952
 happiness ,low,1628617005304623104
 life satisfaction ,low,1628617005304623104
 fear of future ,high,1628617005304623104
 vitality ,low,1628617005304623104
 having energy ,low,1628617005304623104
 positive functioning ,low,1628617005304623104
 expressing optimism ,low,1628617005304623104
 peace with thoughts and feelings ,low,1628617005304623104
suffering ,high,1628617005304623104
 balance in the various aspects of own life ,low,1628617005304623104
 perceiving discrimination ,high,1628617005304623104
 perceiving discrimination ,high,1627024124353576960
 feeling having a political voice ,high,1627024124353576960
 happiness ,low,1632259398402973696
 expressing trust ,medium,1625817944679931905
self-esteem ,high,1625826520727171072
self-esteem ,medium,1629914528342323201
 expressing empathy ,high,1628778864414691329
 happiness ,high,1629527415230701570
 expressing gratitude ,high,1629527415230701570
 promoting good ,high,1629527415230701570
 expressing empathy ,high,1629527415230701570
resilience ,high,1625910663813156864
 having hope ,medium,1625910663813156864
 expressing empathy ,low,1625910663813156864
self-esteem ,high,1627422696727359490
self-esteem ,medium,1630240520407597063
 quality of relationships ,low,1630240520407597063
 having hope ,high,1630240520407597063
suffering ,high,1626559165777715202
 expressing altruism ,high,1626559165777715202
 expressing empathy ,high,1626559165777715202
 happiness ,medium,1629314717440196611
 quality of relationships ,medium,1629314717440196611
 expressing gratitude ,high,1628756561106534402
 happiness ,low,1628756756854632448
 life satisfaction ,low,1628756756854632448
 fear of future ,high,1628756756854632448
 vitality ,low,1628756756854632448
 positive functioning ,low,1628756756854632448
 expressing optimism ,low,1628756756854632448
 peace with thoughts and feelings ,low,1628756756854632448
 belonging to society ,low,1628756756854632448
 perceiving discrimination ,high,1628756756854632448
 happiness ,high,1626817130531553286
 expressing altruism ,high,1626817130531553286
 promoting good ,high,1626817130531553286
 expressing empathy ,high,1626817130531553286
 expressing optimism ,low,1628752318047875074
 belonging to society ,low,1628752318047875074
 perceiving discrimination ,high,1631482756361322499
 feeling having a political voice ,high,1631482756361322499
 expressing optimism ,medium,1631926565117239297
 expressing altruism ,medium,1631926565117239297
 having hope ,high,1631926565117239297
 expressing empathy ,high,1631926565117239297
 expressing gratitude ,high,1628423832406044672
 vitality ,low,1632407862092914689
 quality of relationships ,low,1632407862092914689
resilience ,low,1631483414632120320
 balance in the various aspects of own life ,low,1631483414632120320
 ptsd (post-traumatic stress disorder) ,medium,1631483414632120320
 expressing optimism ,low,1633248267151585288
 peace with thoughts and feelings ,low,1633248267151585288
 belief in god ,medium,1633248267151585288
religious criticism ,high,1633248267151585288
 feeling having a political voice ,high,1633248267151585288
 expressing job satisfaction ,high,1633883089892933638
 expressing optimism ,high,1633883089892933638
 positive functioning ,high,1633883089892933638
 happiness ,medium,1633883089892933638
 expressing altruism ,high,1633883089892933638
 quality of relationships ,medium,1633883089892933638
 belonging to society ,medium,1633883089892933638
 feeling trusted ,medium,1633883089892933638
 capability) ,high,1633883089892933638
 having hope ,high,1633883089892933638
 promoting good ,high,1633883089892933638
 expressing empathy ,high,1633883089892933638
 happiness ,high,1609380762188656640
 expressing altruism ,high,1609380762188656640
 promoting good ,high,1609380762188656640
 expressing empathy ,high,1609380762188656640
 feeling having a political voice ,medium,1627872909157957637
 anxiety ,high,1626959743817519106
 ptsd (post-traumatic stress disorder) ,high,1626959743817519106
 happiness ,low,1631146193156972545
resilience ,low,1631146193156972545
 life satisfaction ,low,1631146193156972545
 fear of future ,high,1631146193156972545
 vitality ,low,1631146193156972545
 having energy ,low,1631146193156972545
 positive functioning ,low,1631146193156972545
 expressing optimism ,low,1631146193156972545
 peace with thoughts and feelings ,low,1631146193156972545
suffering ,high,1631146193156972545
 perceiving discrimination ,high,1631146193156972545
 promoting good ,high,1631146193156972545
 describing health limitations ,high,1631146193156972545
 happiness ,high,1628882276816678912
 life satisfaction ,medium,1628882276816678912
 positive functioning ,high,1628882276816678912
 expressing optimism ,high,1628882276816678912
 balance in the various aspects of own life ,medium,1628882276816678912
 anxiety ,high,1627156230367232001
 happiness ,high,1627700823546372099
 expressing altruism ,medium,1627700823546372099
 fear of future ,high,1628483456207577089
 positive functioning ,low,1628483456207577089
 expressing optimism ,low,1628483456207577089
 peace with thoughts and feelings ,low,1628483456207577089
 ptsd (post-traumatic stress disorder) ,high,1632576511352995840
 expressing optimism ,medium,1628017125179953163
 promoting good ,high,1628017125179953163
 happiness ,high,1629215169179181056
 life satisfaction ,medium,1629215169179181056
 positive functioning ,high,1629215169179181056
 expressing optimism ,high,1629215169179181056
 describing drinking related health issues ,high,1629215169179181056
 happiness ,high,1631045594704752642
 happiness ,high,1627668756788027398
 expressing optimism ,high,1627411304284651522
 expressing altruism ,medium,1627411304284651522
 promoting good ,medium,1627411304284651522
resilience ,medium,1626702220992339968
 quality of relationships ,medium,1626702220992339968
 promoting good ,low,1626702220992339968
 having hope ,high,1630682494482644992
 happiness ,low,1630265903609966592
 expressing optimism ,low,1630265903609966592
 quality of relationships ,low,1630265903609966592
 happiness ,low,1628355503293186052
 life satisfaction ,low,1628355503293186052
 fear of future ,high,1628355503293186052
 vitality ,low,1628355503293186052
 having energy ,low,1628355503293186052
 positive functioning ,low,1628355503293186052
 expressing optimism ,low,1628355503293186052
 peace with thoughts and feelings ,low,1628355503293186052
suffering ,high,1628355503293186052
 expressing optimism ,medium,1625962357221650432
 feeling having a political voice ,high,1625962357221650432
 happiness ,low,1628203633371234306
resilience ,medium,1628203633371234306
 expressing optimism ,low,1628203633371234306
 belonging to society ,low,1628203633371234306
 financial/material worry ,high,1628203633371234306
 perceiving discrimination ,high,1632156531985907712
 feeling having a political voice ,high,1632156531985907712
 happiness ,medium,1633014906722168832
 expressing altruism ,high,1633014906722168832
 having hope ,high,1633014906722168832
 expressing empathy ,high,1633014906722168832
resilience ,high,1630138135786004481
 expressing altruism ,high,1630138135786004481
 promoting good ,high,1630138135786004481
 expressing trust ,medium,1625824384383320065
 happiness ,high,1627444249192017922
 balance in the various aspects of own life ,medium,1627444249192017922
 having hope ,high,1627444249192017922
 happiness ,medium,1631820013475860480
 expressing empathy ,medium,1631820013475860480
 happiness ,low,1630212324253417477
self-esteem ,low,1630212324253417477
 life satisfaction ,low,1630212324253417477
 positive functioning ,low,1630212324253417477
 expressing optimism ,low,1630212324253417477
 expressing altruism ,low,1630212324253417477
 loneliness ,high,1630212324253417477
 quality of relationships ,low,1630212324253417477
 expressing empathy ,low,1630212324253417477
 happiness ,medium,1628140281957650456
 expressing gratitude ,high,1628140281957650456
 happiness ,low,1631066995775922178
 feeling having a political voice ,medium,1631066995775922178
 loneliness ,medium,1631384186882760725
 perceiving discrimination ,medium,1630276987007692801
 financial/material worry ,high,1630276987007692801
 feeling having a political voice ,high,1630431397570543616
 perceiving discrimination ,high,1626681277410693123
 feeling having a political voice ,high,1626681277410693123
 financial/material worry ,high,1629296271960989696
 happiness ,medium,1628296212389437440
religious criticism ,high,1632427145522708482
 feeling having a political voice ,high,1632427145522708482
 loneliness ,medium,1632612694531383296
 happiness ,medium,1631491824438362113
 expressing altruism ,low,1625965639239188482
 feeling having a political voice ,medium,1625965639239188482
 happiness ,low,1628101174220947472
 life satisfaction ,low,1628101174220947472
 vitality ,low,1628101174220947472
 having energy ,low,1628101174220947472
 positive functioning ,low,1628101174220947472
 expressing optimism ,low,1628101174220947472
 peace with thoughts and feelings ,low,1628101174220947472
suffering ,high,1628101174220947472
 happiness ,high,1632163369942945793
 life satisfaction ,medium,1632163369942945793
 expressing job satisfaction ,high,1632163369942945793
 expressing optimism ,high,1632163369942945793
 purpose in life ,medium,1632163369942945793
 balance in the various aspects of own life ,medium,1632163369942945793
 financial/material worry ,low,1632163369942945793
 financial/material worry ,high,1630471986236252160
 perceiving discrimination ,high,1629984877419593729
 expressing job satisfaction ,medium,1633181630381830144
 capability) ,high,1633181630381830144
 happiness ,high,1626507409635278848
 expressing gratitude ,high,1626507409635278848
 happiness ,high,1626507103169835008
 expressing trust ,medium,1626507103169835008
 promoting good ,high,1626507103169835008
 expressing empathy ,high,1626507103169835008
 expressing gratitude ,high,1626064552067584000
 having hope ,high,1626064552067584000
 promoting good ,high,1626064552067584000
 expressing empathy ,high,1626064552067584000
 happiness ,medium,1627408288844324865
 balance in the various aspects of own life ,medium,1627408288844324865
 having hope ,medium,1627408288844324865
 expressing empathy ,high,1627408288844324865
 belief in god ,high,1628199108958715905
 feeling having a political voice ,low,1628199108958715905
 feeling having a political voice ,high,1631386648931098624
self-esteem ,low,1628812536828301312
 life satisfaction ,low,1628812536828301312
 fear of future ,high,1628812536828301312
 vitality ,low,1628812536828301312
 having energy ,low,1628812536828301312
 positive functioning ,low,1628812536828301312
 expressing optimism ,low,1628812536828301312
 peace with thoughts and feelings ,low,1628812536828301312
