"dimension","acc","f1","prec","recall","spec","sens","balAcc","model","bpar","ft","type","n","ntext","accD","accI","FN","FP","jac","jac2","ham","fname"
"peace with thoughts and feelings",0.940996503496504,0.0559440559440559,0.0287769784172662,1,0.940893169877408,1,0.970446584938704,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"purpose in life",0.964160839160839,0.601941747572816,0.52991452991453,0.696629213483146,0.974988631195998,0.696629213483146,0.835808922339572,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"depression",0.957604895104895,0.568888888888889,0.615384615384615,0.528925619834711,0.981541301338256,0.528925619834711,0.755233460586483,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"anxiety",0.951048951048951,0.521367521367521,0.409395973154362,0.717647058823529,0.96005447117567,0.717647058823529,0.8388507649996,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"suffering",0.956293706293706,NA,0,NA,0.956293706293706,NA,NA,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"feeling pain",0.968968531468531,0.268041237113402,0.317073170731707,0.232142857142857,0.987455197132617,0.232142857142857,0.609799027137737,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"expressing altruism",0.902972027972028,0.723192019950125,0.892307692307692,0.607966457023061,0.980673660960795,0.607966457023061,0.794320058991928,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"loneliness",0.968094405594406,0.709163346613546,0.794642857142857,0.640287769784173,0.989297347603536,0.640287769784173,0.814792558693855,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"quality of relationships",0.921765734265734,0.633946830265849,0.60077519379845,0.670995670995671,0.949927078269324,0.670995670995671,0.810461374632498,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"belonging to society",0.874125874125874,0.336405529953917,0.219879518072289,0.715686274509804,0.881518755718207,0.715686274509804,0.798602515114005,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"expressing gratitude",0.911713286713287,0.611538461538461,0.509615384615385,0.764423076923077,0.926442307692308,0.764423076923077,0.845432692307692,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"expressing trust",0.943618881118881,0.661417322834646,0.7875,0.570135746606335,0.983551040154814,0.570135746606335,0.776843393380574,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"feeling trusted",0.975087412587413,0.0338983050847458,0.0172413793103448,1,0.975076519457805,1,0.987538259728902,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"balance in the various aspects of own life",0.9375,0.505190311418685,0.390374331550802,0.715686274509804,0.947849954254346,0.715686274509804,0.831768114382075,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"mastery (ability, capability)",0.921328671328671,0.615384615384615,0.571428571428571,0.666666666666667,0.947876447876448,0.666666666666667,0.807271557271557,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"perceiving discrimination",0.954545454545455,0.738693467336684,0.761658031088083,0.717073170731707,0.977916466634662,0.717073170731707,0.847494818683184,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"feeling loved by god",0.992132867132867,0.25,0.15,0.75,0.992556917688266,0.75,0.871278458844133,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"belief in god",0.988199300699301,0.703296703296703,0.653061224489796,0.761904761904762,0.992430988423865,0.761904761904762,0.877167875164313,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"religious criticism",0.987762237762238,0.65,0.764705882352941,0.565217391304348,0.9964317573595,0.565217391304348,0.780824574331924,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"spiritual punishment",0.996066433566434,0.181818181818182,0.125,0.333333333333333,0.996936542669584,0.333333333333333,0.665134938001459,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"feeling religious comfort",0.993444055944056,0.210526315789474,0.142857142857143,0.4,0.994743758212878,0.4,0.697371879106439,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"financial/material worry",0.929195804195804,0.666666666666667,0.910112359550562,0.525974025974026,0.991919191919192,0.525974025974026,0.758946608946609,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"life after death belief",0.992132867132867,0.653846153846154,0.80952380952381,0.548387096774194,0.998227735932654,0.548387096774194,0.773307416353424,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"volunteering",0.993881118881119,0.78125,0.925925925925926,0.675675675675676,0.999111505997335,0.675675675675676,0.837393590836505,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"charitable giving/helping",0.989947552447552,0.581818181818182,0.615384615384615,0.551724137931034,0.995573262505533,0.551724137931034,0.773648700218284,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"seeking for forgiveness",0.997814685314685,0.444444444444444,0.333333333333333,0.666666666666667,0.998249452954048,0.666666666666667,0.832458059810357,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"feeling having a political voice",0.942307692307692,0.79375,0.872852233676976,0.727793696275072,0.98091799896854,0.727793696275072,0.854355847621806,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"expressing government approval",0.978583916083916,0.246153846153846,0.148148148148148,0.727272727272727,0.97979797979798,0.727272727272727,0.853535353535354,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"having hope",0.875437062937063,0.594594594594595,0.5,0.733333333333333,0.895656515227159,0.733333333333333,0.814494924280246,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"promoting good",0.891171328671329,0.682802547770701,0.68542199488491,0.680203045685279,0.9350580781415,0.680203045685279,0.807630561913389,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"expressing delayed gratification",0.984702797202797,0.363636363636364,0.32258064516129,0.416666666666667,0.990724381625442,0.416666666666667,0.703695524146054,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"ptsd (post-traumatic stress disorder)",0.975087412587413,0.477064220183486,1,0.313253012048193,1,0.313253012048193,0.656626506024096,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"describing smoking related health issues",0.99694055944056,0.787878787878788,1,0.65,1,0.65,0.825,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"describing drinking related health issues",0.991258741258741,0.565217391304348,0.8125,0.433333333333333,0.99867139061116,0.433333333333333,0.716002361972247,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"describing health limitations",0.973339160839161,0.63905325443787,0.58695652173913,0.701298701298701,0.982813206693804,0.701298701298701,0.842055953996252,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"expressing empathy",0.829545454545455,0.678747940691928,0.733096085409253,0.631901840490798,0.908312958435208,0.631901840490798,0.770107399463003,"GPT4",1760,"NO","FULL",105248,2288,0.940939495287321,0.939333764062025,0.0405138339920949,0.0185466707205838,0.569627229595156,0.928312379110251,0.0590605047126791,"classified-chatgpt4"
"happiness",0.917083333333333,0.906352941176471,0.859054415700268,0.959163346613546,0.886819484240688,0.959163346613546,0.922991415427117,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"resilience",0.96625,0.818791946308725,0.756198347107438,0.892682926829268,0.973120728929385,0.892682926829268,0.932901827879327,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"self-esteem",0.97375,0.84964200477327,0.780701754385965,0.931937172774869,0.977365323675871,0.931937172774869,0.95465124822537,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"life satisfaction",0.918333333333333,0.70919881305638,0.70919881305638,0.70919881305638,0.952496364517693,0.70919881305638,0.830847588787036,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"fear of future",0.955,0.76824034334764,0.655677655677656,0.927461139896373,0.957408246488446,0.927461139896373,0.94243469319241,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"vitality",0.954583333333333,0.666666666666667,0.641176470588235,0.694267515923567,0.972804279982167,0.694267515923567,0.833535897952867,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"having energy",0.969166666666667,0.506666666666667,0.481012658227848,0.535211267605634,0.982395878059253,0.535211267605634,0.758803572832443,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"positive functioning",0.899166666666667,0.742553191489362,0.744136460554371,0.740976645435244,0.937791601866252,0.740976645435244,0.839384123650748,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing job satisfaction",0.97875,NA,0,NA,0.97875,NA,NA,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing optimism",0.891666666666667,0.780033840947547,0.76578073089701,0.794827586206897,0.922527472527473,0.794827586206897,0.858677529367185,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"peace with thoughts and feelings",0.95,0.6,0.616438356164384,0.584415584415584,0.97506678539626,0.584415584415584,0.779741184905922,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"purpose in life",0.975,0.696969696969697,0.579831932773109,0.873417721518987,0.97845756139595,0.873417721518987,0.925937641457469,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"depression",0.9775,0.721649484536082,0.660377358490566,0.795454545454545,0.984429065743945,0.795454545454545,0.889941805599245,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"anxiety",0.964583333333333,0.686346863468635,0.607843137254902,0.788135593220339,0.973707274320771,0.788135593220339,0.880921433770555,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"suffering",0.955416666666667,NA,0,NA,0.955416666666667,NA,NA,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"feeling pain",0.944583333333333,0.281081081081081,0.577777777777778,0.185714285714286,0.991592920353982,0.185714285714286,0.588653603034134,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing altruism",0.954583333333333,0.839469808541974,0.874233128834356,0.807365439093484,0.979970688812897,0.807365439093484,0.893668063953191,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"loneliness",0.979166666666667,0.772727272727273,0.739130434782609,0.80952380952381,0.986928104575163,0.80952380952381,0.898225957049486,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"quality of relationships",0.94125,0.717434869739479,0.675471698113208,0.764957264957265,0.960295475530933,0.764957264957265,0.862626370244099,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"belonging to society",0.92125,0.667838312829525,0.547550432276657,0.855855855855856,0.92791551882461,0.855855855855856,0.891885687340233,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing gratitude",0.944583333333333,0.76949740034662,0.70253164556962,0.850574712643678,0.956054230949042,0.850574712643678,0.90331447179636,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing trust",0.979166666666667,0.837662337662338,0.801242236024845,0.877551020408163,0.985796715490457,0.877551020408163,0.93167386794931,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"feeling trusted",0.97875,0.451612903225806,0.338709677419355,0.67741935483871,0.982693119459688,0.67741935483871,0.830056237149199,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"balance in the various aspects of own life",0.945416666666667,0.700228832951945,0.796875,0.624489795918367,0.981902552204176,0.624489795918367,0.803196174061272,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"mastery (ability, capability)",0.955833333333333,0.78099173553719,0.705223880597015,0.875,0.963827838827839,0.875,0.91941391941392,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"perceiving discrimination",0.967083333333333,0.795865633074935,0.78974358974359,0.802083333333333,0.98143115942029,0.802083333333333,0.891757246376812,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"feeling loved by god",0.995,0.714285714285714,0.75,0.681818181818182,0.997897392767031,0.681818181818182,0.839857787292607,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"belief in god",0.993333333333333,0.822222222222222,0.725490196078431,0.948717948717949,0.994070309191021,0.948717948717949,0.971394128954485,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"religious criticism",0.993333333333333,0.703703703703704,0.542857142857143,1,0.993280134397312,1,0.996640067198656,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"spiritual punishment",0.9975,0.5,0.333333333333333,1,0.997496871088861,1,0.99874843554443,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"feeling religious comfort",0.99625,0.608695652173913,0.466666666666667,0.875,0.996655518394649,0.875,0.935827759197324,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"financial/material worry",0.970833333333333,0.798850574712644,0.772222222222222,0.827380952380952,0.98163082437276,0.827380952380952,0.904505888376856,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"life after death belief",0.996666666666667,0.777777777777778,0.666666666666667,0.933333333333333,0.99706498951782,0.933333333333333,0.965199161425577,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"volunteering",0.99375,0.634146341463415,0.481481481481481,0.928571428571429,0.994132439228835,0.928571428571429,0.961351933900132,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"charitable giving/helping",0.990833333333333,0.666666666666667,0.846153846153846,0.55,0.998305084745763,0.55,0.774152542372881,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"seeking for forgiveness",0.997916666666667,0.545454545454545,0.5,0.6,0.99874739039666,0.6,0.79937369519833,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"feeling having a political voice",0.94875,0.792580101180438,0.799319727891156,0.785953177257525,0.971918134221799,0.785953177257525,0.878935655739662,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing government approval",0.9825,0.533333333333333,0.413793103448276,0.75,0.985641891891892,0.75,0.867820945945946,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"having hope",0.89,0.687203791469194,0.677570093457944,0.697115384615385,0.930443548387097,0.697115384615385,0.813779466501241,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"promoting good",0.906666666666667,0.710594315245478,0.674019607843137,0.751366120218579,0.934611602753196,0.751366120218579,0.842988861485887,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"expressing delayed gratification",0.9875,0.464285714285714,0.419354838709677,0.52,0.992421052631579,0.52,0.75621052631579,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"ptsd (post-traumatic stress disorder)",0.9925,0.571428571428571,0.461538461538462,0.75,0.994127516778524,0.75,0.872063758389262,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"describing smoking related health issues",0.99875,0.869565217391304,0.769230769230769,1,0.998744769874477,1,0.999372384937238,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
"describing drinking related health issues",0.994166666666667,0.65,0.764705882352941,0.565217391304348,0.998317206562894,0.565217391304348,0.781767298933621,"LLAMA2",13,"YES","FULL",110400,2400,0.961721014492754,0.959048913043478,0.0239039855072464,0.014375,0.741399860591906,0.952251773049646,0.0382789855072461,"classified-L2-13B-FT"
