dimension,value,id
anxiety,medium,1632740036956377088
suffering,high,1632740036956377088
feeling pain,high,1632740036956377088
well-being,high,1632740036956377088
expressing altruism,high,1632740036956377088
loneliness,low,1632740036956377088
quality of relationships,medium,1632740036956377088
belonging to society,medium,1632740036956377088
feeling trusted,medium,1632740036956377088
balance in the various aspects of own life,medium,1632740036956377088
capability),high,1632740036956377088
expressing gratitude,high,1632740036956377088
feeling loved by god,high,1632740036956377088
belief in god,high,1632740036956377088
religious criticism,low,1632740036956377088
spiritual punishment,low,1632740036956377088
feeling religious comfort,high,1632740036956377088
well-being,high,1632740036956377088
expressing delayed gratification,high,1632740036956377088
well-being,high,1632740036956377088
expressing empathy,high,1632740036956377088
ptsd,high,1631313702116003841
describing health limitations,high,1631313702116003841
expressing empathy,low,1631313702116003841
background-color,#ccc;,1628921574651838467
well-being,happiness,1631241486988894208
resilience,high,1631241486988894208
self-esteem,medium,1631241486988894208
life satisfaction,high,1631241486988894208
positive functioning,high,1631241486988894208
expressing optimism,high,1631241486988894208
peace with thoughts and feelings,medium,1631241486988894208
purpose in life,high,1631241486988894208
depression,low,1631241486988894208
anxiety,medium,1631241486988894208
suffering,low,1631241486988894208
feeling pain,low,1631241486988894208
well-being dimensions,lifeafterdeathbelief,1631241486988894208
promoting good,medium,1631241486988894208
expressing empathy,high,1631241486988894208
well-being,high,1628574399820361728
expressing optimism,high,1628574399820361728
positive functioning,high,1628574399820361728
expressing empathy,high,1628574399820361728
describing drinking related health issues,high,1627058013969481730
expressing empathy,high,1627058013969481730
well-being,medium,1629473195903336451
happiness,low,1629473195903336451
expressing empathy,low,1629473195903336451
well-being,expressempathy,1632342928709304322
well-being,happiness,1631110565878722561
expressing optimism,high,1631110565878722561
positive functioning,high,1631110565878722561
vitality,medium,1631110565878722561
having energy,medium,1631110565878722561
suffering,low,1631110565878722561
feeling pain,low,1631110565878722561
well-being,expressinggratitude,1631110565878722561
feeling trusted,medium,1631110565878722561
capability),high,1631110565878722561
perceiving discrimination,low,1631110565878722561
feeling loved by god,high,1631110565878722561
belief in god,high,1631110565878722561
religious criticism,low,1631110565878722561
spiritual punishment,low,1631110565878722561
feeling religious comfort,high,1631110565878722561
well-being,lifeafterdeathbelief,1631110565878722561
expressing delayed gratification,high,1631110565878722561
expressing empathy,high,1631110565878722561
well-being,high,1628748755171254273
well-being,high,1628748755171254273
well-being,high,1628748755171254273
happiness,high,1628748755171254273
expressing empathy,high,1628748755171254273
well-being,high,1630547048184307713
well-being,high,1631643694834110471
resilience,high,1631643694834110471
self-esteem,medium,1631643694834110471
life satisfaction,high,1631643694834110471
vitality,high,1631643694834110471
having energy,high,1631643694834110471
positive functioning,high,1631643694834110471
expressing job satisfaction,high,1631643694834110471
expressing optimism,high,1631643694834110471
peace with thoughts and feelings,high,1631643694834110471
purpose in life,high,1631643694834110471
depression,low,1631643694834110471
anxiety,medium,1631643694834110471
suffering,low,1631643694834110471
feeling pain,low,1631643694834110471
well-being,high,1631643694834110471
expressing delayed gratification,high,1631643694834110471
well-being,high,1631643694834110471
expressing empathy,high,1631643694834110471
well-being,high,1628584774561370126
well-being,high,1628584774561370126
express empathy,high,1628584774561370126
expressing empathy,high,1625897547205328896
well-beingdimensions,[happiness,1628558087715012608
well-being,happiness,1609361577659998214
resilience,high,1609361577659998214
self-esteem,high,1609361577659998214
life satisfaction,high,1609361577659998214
positive functioning,high,1609361577659998214
expressing optimism,high,1609361577659998214
peace with thoughts and feelings,low,1609361577659998214
anxiety,medium,1609361577659998214
suffering,high,1609361577659998214
feeling pain,high,1609361577659998214
well-being,financialworry,1609361577659998214
life after death belief,high,1609361577659998214
volunteering,low,1609361577659998214
charitable giving/helping,low,1609361577659998214
feeling having a political voice,medium,1609361577659998214
expressing government approval,low,1609361577659998214
having hope,high,1609361577659998214
promoting good,high,1609361577659998214
expressing delayed gratification,high,1609361577659998214
describing health limitations,high,1609361577659998214
expressing empathy,high,1609361577659998214
well-being,medium,1628601516314726400
anxiety,high,1628601516314726400
depression,high,1628601516314726400
resilience,high,1628601516314726400
vulnerability,high,1628601516314726400
well-being,expressingempathy,1630827093939347457
describing health limitations,medium,1630827093939347457
anxiety,high,1630614156289228816
expressing empathy,medium,1630614156289228816
well-being,happiness,1632432023347294210
resilience,high,1632432023347294210
self-esteem,high,1632432023347294210
life satisfaction,high,1632432023347294210
positive functioning,high,1632432023347294210
expressing optimism,high,1632432023347294210
peace with thoughts and feelings,medium,1632432023347294210
purpose in life,high,1632432023347294210
depression,low,1632432023347294210
anxiety,medium,1632432023347294210
suffering,low,1632432023347294210
feeling pain,low,1632432023347294210
well-being,expressinggratitude,1632432023347294210
feeling trusted,medium,1632432023347294210
capability),medium,1632432023347294210
perceiving discrimination,low,1632432023347294210
expressing trust,high,1632432023347294210
balance in the various aspects of own life,high,1632432023347294210
expressing gratitude,high,1632432023347294210
feeling loved by god,high,1632432023347294210
belief in god,high,1632432023347294210
spiritual punishment,low,1632432023347294210
feeling trusted,medium,1632432023347294210
capability),medium,1632432023347294210
perceiving discrimination,low,1632432023347294210
expressing trust,high,1632432023347294210
balance in the various aspects of own life,high,1632432023347294210
feeling loved by god,high,1632432023347294210
belief in god,high,1632432023347294210
spiritual punishment,low,1632432023347294210
feeling trusted,high,1632432023347294210
capability),medium,1632432023347294210
feeling loved by god,high,1632432023347294210
belief in god,high,1632432023347294210
spiritual punishment,low.,1632432023347294210
well-being,lifeafterdeathbelief,1632432023347294210
expressing delayed gratification,high,1632432023347294210
well-being dimensions,expressingempathy,1632432023347294210
showing love,high,1632432023347294210
well-being,happiness,1629864801429069825
resilience,high,1629864801429069825
self-esteem,medium,1629864801429069825
life satisfaction,high,1629864801429069825
vitality,high,1629864801429069825
having energy,high,1629864801429069825
positive functioning,high,1629864801429069825
expressing optimism,high,1629864801429069825
peace with thoughts and feelings,medium,1629864801429069825
anxiety,medium,1629864801429069825
suffering,high,1629864801429069825
feeling pain,high,1629864801429069825
well-being,expressingempathy,1629864801429069825
anxiety,medium,1629864801429069825
well-being,happiness,1627823242281877504
positive functioning,high,1627823242281877504
expressing optimism,high,1627823242281877504
life satisfaction,high,1627823242281877504
vitality,medium,1627823242281877504
having energy,medium,1627823242281877504
suffering,low,1627823242281877504
feeling pain,low,1627823242281877504
well-being dimensions,[],1627823242281877504
well-being dimensions,[],1627823242281877504
expressing empathy,low,1629692482215718912
well-being,expressingempathy,1632505422186967040
describing smoking related health issues,low,1632505422186967040
describing drinking related health issues,low,1632505422186967040
express empathy,high,1632081191150006273
expressing empathy,50,1632254482829692929
well-being,100,1632254482829692929
well-being,happiness,1630966862132527105
resilience,high,1630966862132527105
self-esteem,high,1630966862132527105
life satisfaction,high,1630966862132527105
vitality,high,1630966862132527105
having energy,high,1630966862132527105
positive functioning,high,1630966862132527105
expressing optimism,high,1630966862132527105
peace with thoughts and feelings,high,1630966862132527105
purpose in life,medium,1630966862132527105
depression,low,1630966862132527105
anxiety,medium,1630966862132527105
suffering,low,1630966862132527105
feeling pain,low,1630966862132527105
financial/material worry,low,1630966862132527105
life after death belief,medium,1630966862132527105
volunteering,low,1630966862132527105
charitable giving/helping,low,1630966862132527105
feeling having a political voice,high,1630966862132527105
expressing government approval,high,1630966862132527105
having hope,high,1630966862132527105
promoting good,high,1630966862132527105
expressing delayed gratification,medium,1630966862132527105
expressing empathy,high,1630966862132527105
expressing empathy,high,1629545616526172160
self-esteem,low,1626023668328300547
life satisfaction,low,1626023668328300547
happiness,medium,1626023668328300547
resilience,high,1626023668328300547
positive functioning,high,1626023668328300547
expressing optimism,high,1626023668328300547
purpose in life,high,1626023668328300547
vitality,high,1626023668328300547
having energy,high,1626023668328300547
anxiety,medium,1626023668328300547
suffering,high,1626023668328300547
feeling pain,high,1626023668328300547
expressing empathy,medium,1626023668328300547
lack of ownership,high,1626023668328300547
well-being dimensions,expressingempathy(high),1626144723093028868
happiness,low,1627093362573717504
resilience,medium,1627093362573717504
self-esteem,high,1627093362573717504
life satisfaction,high,1627093362573717504
vitality,high,1627093362573717504
having energy,high,1627093362573717504
positive functioning,high,1627093362573717504
expressing optimism,high,1627093362573717504
peace with thoughts and feelings,low,1627093362573717504
depression,medium,1627093362573717504
anxiety,medium,1627093362573717504
suffering,high,1627093362573717504
feeling pain,high,1627093362573717504
life after death belief,low,1627093362573717504
feeling having a political voice,low,1627093362573717504
expressing government approval,low,1627093362573717504
having hope,medium,1627093362573717504
promoting good,high,1627093362573717504
expressing delayed gratification,high,1627093362573717504
high,,1627093362573717504
holy,high,1632450066672758785
robert,medium,1632450066672758785
well-being,happiness,1630568614792159234
resilience,high,1630568614792159234
self-esteem,medium,1630568614792159234
life satisfaction,high,1630568614792159234
vitality,high,1630568614792159234
having energy,high,1630568614792159234
positive functioning,high,1630568614792159234
expressing job satisfaction,high,1630568614792159234
expressing optimism,high,1630568614792159234
peace with thoughts and feelings,high,1630568614792159234
purpose in life,high,1630568614792159234
depression,low,1630568614792159234
anxiety,medium,1630568614792159234
suffering,low,1630568614792159234
feeling pain,low,1630568614792159234
well-being,balanceinthevariousaspectsofownlife,1630568614792159234
capability),high,1630568614792159234
expressing delayed gratification,high,1630568614792159234
expressing empathy,high,1630568614792159234
well-being,happiness,1609380037223907329
resilience,medium,1609380037223907329
self-esteem,low,1609380037223907329
life satisfaction,low,1609380037223907329
fear of future,high,1609380037223907329
vitality,low,1609380037223907329
having energy,low,1609380037223907329
positive functioning,low,1609380037223907329
expressing optimism,low,1609380037223907329
peace with thoughts and feelings,low,1609380037223907329
suffering,high,1609380037223907329
feeling pain,high,1609380037223907329
expressing empathy,high,1609380037223907329
expressing delayed gratification,high,1627726991523778564
having hope,high,1627726991523778564
expressing empathy,high,1627726991523778564
having a positive outlook,high,1627726991523778564
feeling hopeful,high,1627726991523778564
perceiving feeling supportive,high,1627726991523778564
expressing loyalty,medium,1627726991523778564
having a sense of trust,medium,1627726991523778564
expressing trust,medium,1627726991523778564
having a strong sense of self,high,1627726991523778564
well-being,happiness,1632259398402973696
resilience,high,1632259398402973696
self-esteem,medium,1632259398402973696
life satisfaction,high,1632259398402973696
positive functioning,high,1632259398402973696
expressing optimism,high,1632259398402973696
peace with thoughts and feelings,medium,1632259398402973696
purpose in life,high,1632259398402973696
depression,low,1632259398402973696
anxiety,medium,1632259398402973696
suffering,low,1632259398402973696
feeling pain,low,1632259398402973696
financial/material worry,low,1632259398402973696
life after death belief,medium,1632259398402973696
feeling having a political voice,high,1632259398402973696
expressing government approval,high,1632259398402973696
having hope,high,1632259398402973696
promoting good,high,1632259398402973696
expressing delayed gratification,high,1632259398402973696
high,,1632259398402973696
well-being,happiness,1625817944679931905
resilience,high,1625817944679931905
self-esteem,high,1625817944679931905
life satisfaction,high,1625817944679931905
positive functioning,high,1625817944679931905
expressing optimism,high,1625817944679931905
peace with thoughts and feelings,high,1625817944679931905
purpose in life,high,1625817944679931905
depression,low,1625817944679931905
anxiety,medium,1625817944679931905
suffering,low,1625817944679931905
feeling pain,low,1625817944679931905
well-being,expressingempathy,1625817944679931905
self-esteem,high,1625826520727171072
loneliness,medium,1625826520727171072
describing health limitations,high,1629914528342323201
well-being,high,1629527415230701570
expressing delayed gratification,high,1629527415230701570
promoting good,high,1629527415230701570
expressing government approval,high,1629527415230701570
well-being,high,1629527415230701570
expressing empathy,high,1629527415230701570
describing health limitations,medium,1629527415230701570
describing smoking related health issues,low,1629527415230701570
expressing empathy,high,1625910663813156864
expressing empathy,high,1626559165777715202
ptsd (post-traumatic stress disorder),medium,1626559165777715202
describing health limitations,high,1626559165777715202
well-being,happiness,1629314717440196611
expressing optimism,high,1629314717440196611
expressing empathy,high,1629314717440196611
anxiety,high,1631483414632120320
suffering,high,1631483414632120320
feeling pain,high,1631483414632120320
anxiety,high,1631483414632120320
delayed gratification,low,1631483414632120320
ptsd,high,1631483414632120320
describing smoking related health issues,medium,1631483414632120320
expressing empathy,high,1631483414632120320
well-being,happiness,1633248267151585288
resilience,high,1633248267151585288
self-esteem,high,1633248267151585288
life satisfaction,high,1633248267151585288
positive functioning,high,1633248267151585288
expressing optimism,high,1633248267151585288
peace with thoughts and feelings,medium,1633248267151585288
purpose in life,high,1633248267151585288
depression,low,1633248267151585288
anxiety,medium,1633248267151585288
suffering,high,1633248267151585288
feeling pain,high,1633248267151585288
life after death belief,high,1633248267151585288
feeling having a political voice,high,1633248267151585288
expressing government approval,low,1633248267151585288
having hope,medium,1633248267151585288
promoting good,high,1633248267151585288
expressing delayed gratification,high,1633248267151585288
describing drinking related health issues,low,1633248267151585288
expressing empathy,high,1633248267151585288
well-being,happiness,1627872909157957637
resilience,high,1627872909157957637
self-esteem,medium,1627872909157957637
life satisfaction,high,1627872909157957637
vitality,high,1627872909157957637
having energy,high,1627872909157957637
positive functioning,high,1627872909157957637
expressing optimism,high,1627872909157957637
peace with thoughts and feelings,medium,1627872909157957637
purpose in life,high,1627872909157957637
depression,low,1627872909157957637
anxiety,medium,1627872909157957637
suffering,low,1627872909157957637
feeling pain,low,1627872909157957637
well-being,expressinggratitude,1627872909157957637
capability),3,1627872909157957637
feeling trusted,4,1627872909157957637
balance in the various aspects of own life,5,1627872909157957637
perceiving discrimination,1,1627872909157957637
feeling loved by god,6,1627872909157957637
belief in god,7,1627872909157957637
spiritual punishment,2,1627872909157957637
feeling religious comfort,8,1627872909157957637
well-being,expressingempathy,1627872909157957637
health limitations,high,1627872909157957637
ptsd,high,1626959743817519106
describing smoking related health issues,medium,1626959743817519106
expressing empathy,high,1626959743817519106
expressing empathy,high,1628882276816678912
well-being dimensions,happiness,1628882276816678912
resilience,medium,1628882276816678912
anxiety,medium,1628882276816678912
depression,medium,1628882276816678912
describing smoking related health issues,low,1628882276816678912
describing drinking related health issues,low,1628882276816678912
well-being,happiness,1628483456207577089
resilience,high,1628483456207577089
self-esteem,high,1628483456207577089
life satisfaction,high,1628483456207577089
positive functioning,high,1628483456207577089
expressing optimism,high,1628483456207577089
peace with thoughts and feelings,high,1628483456207577089
purpose in life,high,1628483456207577089
depression,low,1628483456207577089
anxiety,medium,1628483456207577089
suffering,low,1628483456207577089
feeling pain,low,1628483456207577089
well-being,high,1628483456207577089
expressing altruism,medium,1628483456207577089
quality of relationships,low,1628483456207577089
belonging to society,low,1628483456207577089
feeling trusted,low,1628483456207577089
capability),high,1628483456207577089
perceiving discrimination,medium,1628483456207577089
feeling loved by god,high,1628483456207577089
belief in god,high,1628483456207577089
spiritual punishment,low,1628483456207577089
feeling religious comfort,high,1628483456207577089
well-being,high,1628483456207577089
resilience,medium,1628483456207577089
anxiety,high,1628483456207577089
depression,high,1628483456207577089
promoting good,high,1628483456207577089
expressing empathy,high,1628483456207577089
expressing gratitude,high,1628483456207577089
expressing optimism,high,1628483456207577089
having hope,high,1628483456207577089
promoting good relationships,high,1628483456207577089
expressing delayed gratification,medium,1628483456207577089
anxiety,high,1628483456207577089
expressing empathy,high,1628483456207577089
well-being,happiness,1632576511352995840
resilience,high,1632576511352995840
life satisfaction,high,1632576511352995840
positive functioning,high,1632576511352995840
expressing optimism,high,1632576511352995840
suffering,low,1632576511352995840
feeling pain,low,1632576511352995840
well-being,balanceinthevariousaspectsofownlife,1632576511352995840
anxiety,medium,1632576511352995840
expressing empathy,high,1632576511352995840
happiness,high,1628017125179953163
expressing optimism,high,1628017125179953163
positive functioning,high,1628017125179953163
vitality,medium,1628017125179953163
having energy,medium,1628017125179953163
suffering,low,1628017125179953163
feeling pain,low,1628017125179953163
happiness,high,1628017125179953163
expressing gratitude,medium,1628017125179953163
promoting positive relationships,high,1628017125179953163
expressing empathy,high,1628017125179953163
well-being,high,1626702220992339968
responsible,high,1626702220992339968
mental health,medium,1626702220992339968
expressing empathy,high,1626702220992339968
well-being,high,1628355503293186052
expressing optimism,high,1628355503293186052
having energy,medium,1628355503293186052
positive functioning,high,1628355503293186052
happiness,high,1628355503293186052
resilience,high,1628355503293186052
expressing empathy,high,1628355503293186052
well-being,happiness,1628203633371234306
resilience,medium,1628203633371234306
life satisfaction,low,1628203633371234306
vitality,low,1628203633371234306
having energy,low,1628203633371234306
positive functioning,low,1628203633371234306
expressing optimism,low,1628203633371234306
peace with thoughts and feelings,low,1628203633371234306
depression,high,1628203633371234306
anxiety,high,1628203633371234306
suffering,high,1628203633371234306
feeling pain,high,1628203633371234306
health limitations,high,1628203633371234306
describing health limitations,high,1628203633371234306
happiness,medium,1632156531985907712
resilience,high,1632156531985907712
self-esteem,high,1632156531985907712
life satisfaction,high,1632156531985907712
positive functioning,high,1632156531985907712
expressing optimism,high,1632156531985907712
peace with thoughts and feelings,medium,1632156531985907712
purpose in life,high,1632156531985907712
depression,low,1632156531985907712
anxiety,medium,1632156531985907712
suffering,low,1632156531985907712
feeling pain,low,1632156531985907712
self-esteem,high,1632156531985907712
resilience,medium,1632156531985907712
mental health,high,1632156531985907712
life after death belief,high,1632156531985907712
promoting good,high,1632156531985907712
expressing delayed gratification,medium,1632156531985907712
self-esteem,high,1632156531985907712
resilience,medium,1632156531985907712
anxiety,high,1632156531985907712
